BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
12_30567	Os02g11820	0	"protein GTP-ase activating protein for Arf containing protein, putative, expressed"
11_10659	Os02g11840	2.00E-47	"protein coatomer subunit beta, putative, expressed"
12_31509	Os02g12660	2.00E-39	"protein receptor-like kinase, putative, expressed"
12_10591	Os02g13140	0	"protein xaa-Pro dipeptidase, putative, expressed"
11_11312	Os02g13960	0	"protein spotted leaf protein 11, putative, expressed"
12_30230	Os02g15580	1.00E-110	"protein cyclic nucleotide-gated ion channel 1, putative, expressed"
11_10954	Os02g37862	1.00E-106	"protein 60S ribosomal protein L6, putative, expressed"
12_30508	Os12g27520	1.00E-100	"protein serine/threonine-protein kinase AFC2, putative, expressed"
12_11487	Os02g32120	1.00E-131	"protein ubiquinol-cytochrome c reductase iron-sulfur subunit, mitochondrial precursor, putative, expressed"
11_21124	Os02g33730	1.00E-34	"protein ubiquinol-cytochrome C reductase hinge protein, expressed"
11_10749	Os02g37590	0	"protein glycerophosphoryl diester phosphodiesterase family protein, putative, expressed"
11_20854	Os02g37856	1.00E-111	protein expressed protein
11_20785	Os02g37870	1.00E-168	"protein brix domain-containing protein 2, putative, expressed"
12_30765	Os02g38020	1.00E-100	"protein inorganic phosphate transporter 2-1, chloroplast precursor, putative, expressed"
12_31443	Os02g38029	1.00E-24	protein expressed protein
11_20572	Os02g38190	9.00E-90	protein expressed protein
11_20799	Os02g38200	0	"protein isocitrate dehydrogenase subunit 1, mitochondrial precursor, putative, expressed"
11_20329	Os02g38210	0	"protein elongation factor Tu, chloroplast precursor, putative, expressed"
12_11442	Os02g38240	1.00E-135	"protein rhodanese family protein, putative, expressed"
12_31249	Os02g38250	0	"protein EMB1745, putative, expressed"
11_20946	Os02g38440	1.00E-167	"protein steroid dehydrogenase KIK-I, putative, expressed"
11_10323	Os02g38810	0	"protein 26S proteasome non-ATPase regulatory subunit 6, putative, expressed"
12_31187	Os02g38820	1.00E-100	protein expressed protein
12_30305	Os02g39200	0	"protein nucleotide-sugar transporter/ sugar porter, putative, expressed"
12_11140	Os02g39360	1.00E-102	"protein salt tolerance-like protein, putative, expressed"
11_11153	Os02g39400	1.00E-118	"protein isochorismatase hydrolase, putative, expressed"
12_21482	Os02g39400	1.00E-118	"protein isochorismatase hydrolase, putative, expressed"
11_20567	Os04g40410	6.00E-64	"protein component of high affinity nitrate transporter, putative, expressed"
11_10848	Os06g04330	4.00E-46	protein expressed protein
12_30837	Os06g04330	4.00E-46	protein expressed protein
11_21216	Os07g41900	0	protein expressed protein
12_30465	Os01g16900	0	"protein 3-isopropylmalate dehydrogenase, chloroplast precursor, putative, expressed"
12_30596	Os02g10920	1.00E-46	"protein RNA-binding protein cabeza, putative, expressed"
12_30311	Os02g16660	1.00E-127	"protein protein cbxX, chromosomal, putative, expressed"
12_10278	Os02g19820	1.00E-118	protein expressed protein
12_30511	Os02g31874	0	protein expressed protein
12_30856	Os02g36380	1.00E-17	"protein cryptochrome 1 apoprotein, putative, expressed"
11_10227	Os02g39790	0	"protein S-adenosylmethionine decarboxylase proenzyme, putative, expressed"
12_30681	Os02g39830	6.00E-54	"protein enhancer of rudimentary, putative, expressed"
11_20835	Os02g39850	1.00E-135	"protein anthranilate N-benzoyltransferase protein 1, putative, expressed"
12_21114	Os02g39890	1.00E-117	"protein nuclear cap-binding protein subunit 2, putative, expressed"
12_10345	Os02g39930	1.00E-93	"protein OsTIL-1 - Oryza sativa Temperature-induced lipocalin-1, expressed"
12_31174	Os02g40080	1.00E-109	"protein tic20-like protein, putative, expressed"
11_10513	Os02g40514	7.00E-30	"protein h/ACA ribonucleoprotein complex subunit 3-like protein, putative, expressed"
12_31178	Os02g40784	0	"protein CER1, putative, expressed"
12_30395	Os02g40830	0	"protein succinyl-CoA ligase beta-chain, mitochondrial precursor, putative, expressed"
12_20463	Os02g40890	1.00E-106	"protein pleckstrin homology domain containing, family A, putative, expressed"
12_11181	Os02g42350	0	"protein nitrilase 4, putative, expressed"
11_10377	Os04g43540	5.00E-68	"protein 60 ribosomal protein L14, putative, expressed"
12_30749	Os07g08190	5.00E-26	"protein peptidyl-prolyl cis-trans isomerase G, putative, expressed"
12_30857	Os02g41550	2.00E-77	"protein cryptochrome 2 apoprotein, putative, expressed"
12_30144	Os02g41580	1.00E-150	"protein calcium-dependent protein kinase 2, putative, expressed"
11_20184	Os02g41590	0	"protein adenosine kinase 2, putative, expressed"
11_11067	Os07g08200	1.00E-160	"protein inner envelope membrane protein, chloroplast precursor, putative"
12_11253	Os07g08210	2.00E-81	"protein bifunctional coenzyme A synthase, putative, expressed"
12_10803	Os02g42960	1.00E-119	protein expressed protein
11_21339	Os02g44080	1.00E-127	"protein aquaporin TIP2.1, putative, expressed"
11_10964	Os01g22010	1.00E-146	"protein S-adenosylmethionine synthetase 1, putative, expressed"
11_20266	Os02g43930	0	"protein dnaJ protein homolog 2, putative, expressed"
11_10270	Os02g43020	0	"protein heat shock protein STI, putative, expressed"
12_10758	Os02g43760	1.00E-115	"protein ubiquitin carboxyl-terminal hydrolase isozyme L3, putative, expressed"
11_10189	Os02g44870	3.00E-93	"protein dehydrin COR410, putative, expressed"
11_21310	Os02g44980	0	"protein amino acid transport protein, putative, expressed"
11_20058	Os02g45054	1.00E-39	"protein INDETERMINATE-related protein 9, putative, expressed"
12_11321	Os02g45450	2.00E-92	"protein dehydration-responsive element-binding protein 1A, putative, expressed"
11_10635	Os02g45820	5.00E-35	"protein mitochondrial import inner membrane translocase subunit Tim13, putative, expressed"
12_30804	Os04g46450	2.00E-65	"protein zinc finger, C3HC4 type family protein, expressed"
12_30346	Os07g09970	1.00E-60	"protein lipid binding protein, putative, expressed"
12_31359	Os02g26794	3.00E-10	protein expressed protein
12_30844	Os02g45450	2.00E-92	"protein dehydration-responsive element-binding protein 1A, putative, expressed"
11_11483	Os02g46610	1.00E-126	protein expressed protein
11_21298	Os03g30934	1.00E-97	"protein UDP-N-acetylglucosamine transferase subunit ALG14, putative, expressed"
12_11475	Os04g06790	1.00E-123	"protein cupin, RmlC-type, putative, expressed"
11_21069	Os02g47440	1.00E-116	"protein syntaxin 23, putative, expressed"
11_20904	Os02g46956	1.00E-126	protein expressed protein
12_30637	Os02g47110	1.00E-104	"protein ADP-ribosylation factor, putative, expressed"
11_21293	Os02g47150	1.00E-125	"protein DNA topoisomerase 2, putative, expressed"
11_21225	Os02g47220	2.00E-88	"protein serine/threonine-protein kinase ICK, putative, expressed"
11_10781	Os02g47580	0	protein expressed protein
11_10455	Os02g47800	0	"protein monodehydroascorbate reductase, cytoplasmic isoform 2, putative, expressed"
11_20287	Os06g43850	4.00E-94	"protein ATP synthase delta chain, mitochondrial precursor, putative, expressed"
12_10392	Os02g47020	0	"protein phosphoribulokinase, chloroplast precursor, putative, expressed"
12_20148	Os02g47600	1.00E-116	"protein soluble inorganic pyrophosphatase, putative, expressed"
11_11261	Os02g47620	1.00E-174	"protein catalytic/ hydrolase, putative, expressed"
11_10040	Os02g48560	0	"protein omega-6 fatty acid desaturase, endoplasmic reticulum isozyme 2, putative, expressed"
11_20709	Os02g48620	0	protein expressed protein
11_20015	Os02g48720	0	"protein ADP,ATP carrier protein, mitochondrial precursor, putative, expressed"
11_10124	Os06g21480	5.00E-59	"protein 60S ribosomal protein L31, putative, expressed"
12_10504	Os02g48110	0	"protein oxygen-regulated protein precursor, putative, expressed"
11_20714	Os02g48870	1.00E-160	"protein aspartic proteinase nepenthesin-2 precursor, putative, expressed"
11_21469	Os02g48964	0	"protein WD-repeat protein-like, putative, expressed"
11_20636	Os02g49080	1.00E-148	"protein nucleic acid binding protein, putative, expressed"
11_20468	Os05g07650	0	"protein transmembrane 9 superfamily protein member 2 precursor, putative, expressed"
12_31289	Os02g49450	1.00E-26	"protein BSD domain containing protein, expressed"
11_20673	Os02g30630	0	"protein acetolactate synthase III, chloroplast precursor, putative, expressed"
11_20620	Os02g49530	6.00E-61	protein expressed protein
12_10596	Os02g49680	1.00E-163	"protein calcium sensing receptor, putative, expressed"
11_20892	Os08g35480	1.00E-103	protein expressed protein
11_11349	Os02g49760	1.00E-133	"protein potassium transporter 8, putative, expressed"
11_20577	Os02g49800	0	"protein aspartic proteinase Asp1 precursor, putative, expressed"
12_31250	Os09g04339	1.00E-89	protein expressed protein
11_20784	Os10g10180	1.00E-172	"protein CMV 1a interacting protein 1, putative, expressed"
11_21256	Os02g50010	0	"protein APO2, putative, expressed"
12_31101	Os02g50130	6.00E-70	"protein nudix hydrolase 4, putative, expressed"
11_11459	Os03g37840	0	"protein potassium transporter 16, putative, expressed"
11_20744	Os11g32890	6.00E-53	protein expressed protein
11_20053	Os02g50240	0	"protein glutamine synthetase root isozyme 3, putative, expressed"
11_20488	Os02g51470	7.00E-97	"protein ATP synthase delta chain, chloroplast precursor, putative, expressed"
12_30236	Os02g51550	2.00E-28	protein expressed protein
12_31111	Os02g51700	4.00E-98	protein expressed protein
12_30940	Os09g27830	0	"protein OsPDIL2-3 - Oryza sativa protein disulfide isomerase, expressed"
11_10469	Os10g22590	2.00E-71	"protein pollen-specific protein C13 precursor, putative, expressed"
12_31088	Os02g50350	0	"protein dihydropyrimidine dehydrogenase precursor, putative, expressed"
11_20889	Os02g51040	1.00E-135	"protein alpha-expansin 15 precursor, putative, expressed"
11_20969	Os02g51610	1.00E-156	"protein transporter-like protein, putative, expressed"
11_20682	Os02g51620	0	"protein beta-D-xylosidase, putative, expressed"
11_20746	Os02g51140	1.00E-101	protein expressed protein
12_30573	Os03g20980	0	protein expressed protein
12_30148	Os02g51150	1.00E-140	"protein protein SUR2, putative, expressed"
12_31253	Os02g50860	1.00E-115	"protein rac-like GTP-binding protein 3, putative, expressed"
11_21224	Os02g50880	0	"protein protease Do-like 9, putative, expressed"
11_10608	Os02g50620	0	"protein pyruvate dehydrogenase E1 component alpha subunit, mitochondrial precursor, putative, expressed"
11_11458	Os02g50560	3.00E-65	"protein PDE317, putative, expressed"
11_10220	Os10g37180	3.00E-82	"protein glycine cleavage system H protein, mitochondrial precursor, putative, expressed"
11_10331	Os02g52390	0	"protein protein hypA, putative, expressed"
11_10185	Os02g52290	2.00E-51	"protein peptidyl-prolyl isomerase FKBP12, putative, expressed"
11_11246	Os07g26930	1.00E-121	protein expressed protein
11_20346	Os02g52140	1.00E-114	"protein polyadenylate-binding protein 2, putative, expressed"
11_21404	Os06g11410	1.00E-101	"protein cyclin delta-2, putative, expressed"
11_11147	Os02g53320	1.00E-78	"protein USP family protein, putative, expressed"
11_20654	Os02g53330	0	"protein 1-aminocyclopropane-1-carboxylate deaminase, putative, expressed"
11_10815	Os02g53210	0	protein expressed protein
12_30698	Os02g30320	1.00E-41	"protein drought-induced protein 1, putative, expressed"
11_20783	Os02g52920	1.00E-99	"protein transmembrane emp24 domain-containing protein 10 precursor, putative, expressed"
11_10400	Os02g52940	1.00E-150	"protein inorganic pyrophosphatase, putative, expressed"
11_21025	Os02g52880	1.00E-134	"protein ybaK/prolyl-tRNA synthetase associated region, putative, expressed"
11_10202	Os02g52860	0	"protein phosphate carrier protein, mitochondrial precursor, putative, expressed"
12_30626	Os02g52720	4.00E-51	"protein peroxisomal multifunctional enzyme type 2, putative"
12_31235	Os02g52820	7.00E-78	protein expressed protein
11_20996	Os11g47760	0	"protein heat shock cognate 70 kDa protein 2, putative, expressed"
12_30931	Os11g47760	0	"protein heat shock cognate 70 kDa protein 2, putative, expressed"
11_20728	Os02g53860	0	"protein subtilisin-like protease precursor, putative, expressed"
11_11294	Os12g27440	6.00E-43	protein expressed protein
11_10978	Os02g54060	7.00E-89	"protein chaperonin, chloroplast precursor, putative, expressed"
11_20972	Os02g54080	2.00E-86	protein expressed protein
11_10595	Os02g54130	1.00E-113	"protein dnaJ protein, putative, expressed"
12_31432	Os08g04170	2.00E-55	"protein zinc finger C-x8-C-x5-C-x3-H type family protein, expressed"
11_10734	Os02g54254	0	"protein alpha-aminoadipic semialdehyde synthase, putative, expressed"
12_31353	Os02g33490	1.00E-174	"protein pyrophosphate-energized membrane proton pump 3, putative, expressed"
11_20118	Os02g54010	1.00E-155	"protein triacylglycerol lipase, putative, expressed"
11_10139	Os02g54470	6.00E-53	"protein 60S ribosomal protein L33-B, putative, expressed"
12_11494	Os02g54700	1.00E-131	"protein eukaryotic translation initiation factor 3 subunit 4, putative, expressed"
11_20531	Os02g54770	2.00E-81	"protein splicing factor, arginine/serine-rich 7, putative, expressed"
11_10015	Os08g10450	0	"protein nucleoside transporter, putative, expressed"
12_30151	Os08g33710	1.00E-102	"protein ribonuclease 3 precursor, putative, expressed"
12_31042	Os11g26790	2.00E-22	"protein water stress-inducible protein Rab21, putative, expressed"
12_31043	Os11g26790	2.00E-22	"protein water stress-inducible protein Rab21, putative, expressed"
12_31044	Os11g26790	8.00E-55	"protein water stress-inducible protein Rab21, putative, expressed"
12_31048	Os11g26790	8.00E-55	"protein water stress-inducible protein Rab21, putative, expressed"
12_31049	Os11g26790	8.00E-55	"protein water stress-inducible protein Rab21, putative, expressed"
12_31115	Os02g54820	0	"protein trehalose-6-phosphate synthase, putative, expressed"
11_20379	Os02g54990	0	"protein serine incorporator 3, putative, expressed"
11_20725	Os02g55420	0	"protein aspartate aminotransferase, chloroplast precursor, putative, expressed"
11_21271	Os02g55430	7.00E-49	"protein alginate regulatory protein AlgP, putative, expressed"
11_20467	Os02g55440	0	"protein transmembrane 9 superfamily protein member 2 precursor, putative, expressed"
11_20036	Os08g19370	7.00E-72	protein expressed protein
11_20355	Os02g55640	1.00E-68	"protein proteasome maturation factor UMP1 family protein, expressed"
12_30734	Os03g40310	6.00E-81	"protein peptidyl-prolyl cis-trans isomerase E, putative, expressed"
12_20448	Os02g55880	3.00E-84	"protein calcineurin subunit B, putative, expressed"
11_11534	Os02g56170	2.00E-56	"protein PAP-specific phosphatase, putative, expressed"
12_31495	Os02g56200	2.00E-21	"protein ATATH8, putative, expressed"
11_20733	Os02g56210	1.00E-168	"protein mRNA decapping enzyme 2, putative, expressed"
11_20558	Os07g29410	1.00E-125	"protein electron transporter/ thiol-disulfide exchange intermediate, putative, expressed"
11_10239	Os08g32870	0	"protein betaine-aldehyde dehydrogenase, putative, expressed"
12_31198	Os02g56530	0	"protein protein binding protein, putative, expressed"
12_21477	Os02g56550	1.00E-154	"protein ATP-dependent transporter YFL028C, putative, expressed"
12_30025	Os05g32110	0	"protein COBRA-like protein 4 precursor, putative, expressed"
11_10645	Os02g56940	4.00E-22	protein expressed protein
12_31277	Os02g56940	2.00E-17	protein expressed protein
12_31392	Os02g56920	1.00E-168	"protein CER1, putative, expressed"
11_10175	Os02g56990	2.00E-48	"protein 60S ribosomal protein L37, putative, expressed"
12_30355	Os02g57030	7.00E-28	protein expressed protein
12_10051	Os02g57040	0	"protein alcohol dehydrogenase class 3, putative, expressed"
12_10071	Os10g32920	3.00E-76	"protein 60S ribosomal protein L23, putative, expressed"
11_10107	Os12g29220	1.00E-112	"protein MTN3, putative, expressed"
11_21467	Os02g56850	0	"protein glutathione reductase, cytosolic, putative, expressed"
11_21455	Os02g57010	1.00E-103	"protein ribonucleoprotein, chloroplast, putative, expressed"
12_30057	Os02g32490	0	"protein acetyl-coenzyme A synthetase, putative, expressed"
11_11187	Os02g57160	0	"protein ABC-1, putative, expressed"
12_31126	Os02g57180	0	"protein NADH-ubiquinone oxidoreductase 39 kDa subunit, mitochondrial precursor, putative, expressed"
11_20005	Os02g57200	2.00E-71	protein expressed protein
11_20029	Os02g57250	1.00E-88	"protein OsIAA10 - Auxin-responsive Aux/IAA gene family member, expressed"
11_10748	Os02g57240	1.00E-178	"protein voltage-gated potassium channel beta subunit, putative, expressed"
11_20211	Os02g57280	7.00E-80	"protein CBS domain containing protein, expressed"
11_11488	Os05g05470	0	"protein T-complex protein 1 subunit zeta, putative, expressed"
11_10828	Os01g52240	1.00E-139	"protein chlorophyll a-b binding protein 2, chloroplast precursor, putative, expressed"
12_31283	Os02g57630	2.00E-61	"protein ubiquitin carboxyl-terminal hydrolase isozyme L5, putative, expressed"
11_20687	Os02g57640	1.00E-178	"protein RNA-binding protein Nova-1, putative, expressed"
11_20868	Os02g57820	1.00E-146	"protein DNA binding protein, putative, expressed"
12_20907	Os02g57830	5.00E-30	protein expressed protein
12_30414	Os11g18947	6.00E-88	"protein RHB1A, putative, expressed"
11_20817	Os11g37950	1.00E-59	"protein win2 precursor, putative, expressed"
12_31469	Os02g57766	6.00E-26	protein expressed protein
12_31498	Os05g46780	1.00E-123	"protein smad nuclear-interacting protein 1, putative, expressed"
11_21112	Os02g57710	0	"protein signal peptide peptidase-like 2B, putative, expressed"
11_10390	Os02g34810	0	"protein OsAPx8 - Thylakoid-bound Ascorbate Peroxidase encoding gene, expressed"
11_11111	Os02g57650	0	"protein NAC domain-containing protein 78, putative, expressed"
12_30627	Os02g58440	0	"protein zinc finger C-x8-C-x5-C-x3-H type family protein, expressed"
11_20537	Os02g58560	0	"protein CALS1, putative, expressed"
12_30956	Os02g58790	1.00E-143	protein expressed protein
11_21516	Os02g01590	0	"protein beta-fructofuranosidase 1 precursor, putative, expressed"
12_30959	Os06g01170	0	"protein protein binding protein, putative, expressed"
12_10036	Os06g01210	4.00E-67	"protein plastocyanin, chloroplast precursor, putative, expressed"
11_20303	Os06g01390	0	"protein acyl-coenzyme A oxidase 1.2, peroxisomal, putative, expressed"
12_30296	Os08g10540	3.00E-80	"protein retrotransposon protein, putative, LINE subclass"
12_20016	Os09g39920	0.000001	"protein beta-1,4-mannan synthase, putative, expressed"
11_10971	Os11g24540	1.00E-142	"protein signal peptide peptidase-like 2B, putative, expressed"
12_31072	Os11g39450	1.00E-89	"protein stem rust resistance protein, putative, expressed"
12_31076	Os11g39450	1.00E-89	"protein stem rust resistance protein, putative, expressed"
11_10682	Os06g01500	1.00E-156	"protein IQ calmodulin-binding motif family protein, expressed"
11_21443	Os06g01650	0	protein expressed protein
11_11132	Os12g24330	0	protein expressed protein
12_30472	Os12g24390	1.00E-177	"protein retrotransposon protein, putative, unclassified, expressed"
11_10894	Os03g03350	1.00E-154	"protein glycoside hydrolase, family 28, putative, expressed"
11_10121	Os06g01850	1.00E-175	"protein ferredoxin--NADP reductase, leaf isozyme, chloroplast precursor, putative, expressed"
12_20201	Os06g01850	1.00E-175	"protein ferredoxin--NADP reductase, leaf isozyme, chloroplast precursor, putative, expressed"
11_21307	Os10g21930	1.00E-174	"protein kelch motif family protein, expressed"
12_31350	Os06g02260	1.00E-117	"protein callose synthase catalytic subunit, putative, expressed"
12_10375	Os11g03770	4.00E-10	protein hypothetical protein
11_11179	Os06g02220	1.00E-123	"protein MTA/SAH nucleosidase, putative, expressed"
11_20242	Os06g02144	0	"protein 6-phosphogluconate dehydrogenase, decarboxylating, putative, expressed"
12_30836	Os06g02220	1.00E-123	"protein MTA/SAH nucleosidase, putative, expressed"
12_31173	Os06g02370	0	protein expressed protein
11_11031	Os06g31070	6.00E-24	"protein prolamin PPROL 17 precursor, putative, expressed"
11_11495	Os06g02440	1.00E-106	protein expressed protein
12_11433	Os06g02550	0	"protein serine/threonine-protein kinase MAK, putative, expressed"
12_10406	Os07g06550	0	protein expressed protein
11_20534	Os06g02240	1.00E-115	"protein nucleic acid binding protein, putative, expressed"
12_11035	Os03g28330	0	"protein sucrose synthase 2, putative, expressed"
11_20307	Os06g02420	4.00E-31	"protein ATOZI1, putative, expressed"
11_20245	Os06g03486	1.00E-23	protein expressed protein
12_31450	Os06g03640	0.000000001	"protein protein binding protein, putative, expressed"
12_20227	Os05g10210	1.00E-72	"protein stem 28 kDa glycoprotein precursor, putative, expressed"
11_10841	Os06g03690	1.00E-105	"protein nucleic acid binding protein, putative, expressed"
11_10851	Os06g03910	1.00E-125	"protein hydrolase, NUDIX family protein, expressed"
11_20755	Os04g56540	0.00000005	protein expressed protein
11_20014	Os04g59150	4.00E-52	"protein peroxidase 12 precursor, putative, expressed"
11_21437	Os06g09420	1.00E-66	"protein DNA binding protein, putative, expressed"
12_30902	Os06g04200	0	"protein granule-bound starch synthase 1, chloroplast precursor, putative, expressed"
12_11052	Os01g73220	1.00E-136	"protein peroxidase 12 precursor, putative, expressed"
12_30723	Os06g03940	1.00E-111	"protein spastin, putative, expressed"
11_20722	Os06g04280	0	"protein 3-phosphoshikimate 1-carboxyvinyltransferase, chloroplast precursor, putative, expressed"
11_21050	Os10g01550	0	"protein transposon protein, putative, Mutator sub-class, expressed"
11_10025	Os06g04270	0	"protein transketolase, chloroplast precursor, putative, expressed"
11_20495	Os06g04530	1.00E-154	"protein ATP-dependent Clp protease proteolytic subunit 2, putative, expressed"
12_30530	Os06g04620	0	"protein GDP-mannose 4,6 dehydratase 2, putative, expressed"
11_20443	Os06g04800	1.00E-126	"protein proteasome subunit beta type 6 precursor, putative, expressed"
12_30780	Os01g22230	1.00E-140	"protein peroxidase 1 precursor, putative, expressed"
12_31351	Os05g08600	7.00E-70	"protein PRP38 pre-mRNA processing factor 38 domain containing B, putative, expressed"
11_10965	Os08g29200	8.00E-44	"protein polygalacturonase-1 non-catalytic beta subunit precursor, putative, expressed"
12_30040	Os01g15709	1.00E-135	"protein transferase, putative"
11_20162	Os06g04950	7.00E-43	"protein early nodulin 93, putative, expressed"
11_10920	Os06g05350	7.00E-79	"protein DNA-binding protein p24, putative, expressed"
12_30063	Os06g05550	1.00E-167	"protein anther-specific proline-rich protein APG precursor, putative, expressed"
11_20507	Os12g08280	1.00E-90	protein expressed protein
11_10451	Os06g05660	0	protein expressed protein
12_30702	Os08g32850	0	"protein propionyl-CoA carboxylase beta chain, mitochondrial precursor, putative, expressed"
11_20758	Os11g05730	2.00E-70	"protein histone H3, putative, expressed"
11_10232	Os01g18070	1.00E-133	"protein transcription factor APFI, putative, expressed"
11_20993	Os02g04160	2.00E-40	"protein transcription elongation factor 1, putative, expressed"
12_30141	Os06g05700	1.00E-165	"protein cysteine synthase, putative, expressed"
11_20192	Os06g05880	1.00E-66	"protein profilin-2, putative, expressed"
12_30083	Os06g06090	0	"protein OsMPK6 - putative MAPK based on amino acid sequence homology, expressed"
12_30219	Os11g03290	0	"protein nucleoside-triphosphatase, putative, expressed"
12_30242	Os04g44950	1.00E-114	"protein carbonyl reductase 1, putative, expressed"
12_30893	Os05g44180	2.00E-71	"protein OsFTL10 - Rice FT-Like10 homogous to Arabidopsis Flowering Locus T gene, expressed"
12_30894	Os05g44180	2.00E-71	"protein OsFTL10 - Rice FT-Like10 homogous to Arabidopsis Flowering Locus T gene, expressed"
12_30895	Os05g44180	2.00E-71	"protein OsFTL10 - Rice FT-Like10 homogous to Arabidopsis Flowering Locus T gene, expressed"
11_11068	Os06g06250	0	"protein alpha-L-fucosidase 2 precursor, putative, expressed"
11_20126	Os06g06370	7.00E-60	protein expressed protein
11_10838	Os06g06410	1.00E-104	"protein nucleolar protein involved in pre-mRNA processing, putative, expressed"
12_10218	Os06g06290	0	"protein alpha-L-fucosidase 2 precursor, putative, expressed"
11_10056	Os06g06560	0	"protein soluble starch synthase 1, chloroplast precursor, putative, expressed"
12_31305	Os11g32070	3.00E-17	"protein LGC1, putative"
11_10576	Os06g06980	1.00E-132	"protein caffeoyl-CoA O-methyltransferase 1, putative, expressed"
11_10327	Os05g07050	0	"protein pre-mRNA-processing-splicing factor 8, putative, expressed"
12_30065	Os06g07030	1.00E-60	"protein dehydration responsive element binding protein, putative, expressed"
12_10979	Os06g07120	1.00E-134	"protein dehydrodolichyl diphosphate synthase 6, putative, expressed"
12_10368	Os06g07350	0	"protein pre-mRNA-splicing factor SLT11, putative, expressed"
12_30143	Os08g37432	1.00E-162	"protein transparent testa 12 protein, putative, expressed"
11_21528	Os06g07540	0	protein expressed protein
12_11339	Os06g07820	1.00E-105	"protein BSD domain containing protein, expressed"
11_21491	Os06g08032	1.00E-107	"protein flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
12_30528	Os06g08005	1.00E-180	"protein transferase, transferring glycosyl groups, putative, expressed"
11_20357	Os06g08080	0	"protein pyrophosphate-energized vacuolar membrane proton pump, putative, expressed"
11_21326	Os08g19320	1.00E-112	"protein aberrant root formation protein 4, putative, expressed"
11_20249	Os02g55390	2.00E-24	"protein 60S ribosomal protein L39, putative, expressed"
12_30545	Os06g08480	2.00E-59	"protein CHD3-type chromatin remodeling factor PICKLE, putative, expressed"
12_30752	Os11g39420	2.00E-36	"protein jacalin-like lectin domain containing protein, expressed"
11_10772	Os06g08530	0	"protein ubiquitin-specific protease 23, putative, expressed"
12_30371	Os08g34280	1.00E-91	"protein dihydroflavonol-4-reductase, putative, expressed"
11_20074	Os09g25150	9.00E-54	"protein dihydroflavonol-4-reductase, putative, expressed"
12_20031	Os01g15448	2.00E-43	protein expressed protein
11_20466	Os01g46070	1.00E-172	"protein malate dehydrogenase, mitochondrial precursor, putative, expressed"
12_10696	Os06g08720	0	"protein serine carboxypeptidase K10B2.2 precursor, putative, expressed"
11_20790	Os06g08740	0	protein expressed protein
11_20113	Os06g08730	6.00E-85	protein expressed protein
11_10726	Os06g08840	5.00E-89	"protein splicing factor, arginine/serine-rich 7, putative, expressed"
12_30290	Os06g08850	1.00E-160	"protein cyclic nucleotide-gated ion channel 14, putative, expressed"
12_30181	Os06g09320	1.00E-160	"protein tac7077, putative, expressed"
12_10959	Os02g54180	2.00E-39	protein expressed protein
12_30576	Os06g09370	0	"protein helix-loop-helix DNA-binding domain containing protein, expressed"
11_11014	Os06g09450	0	"protein sucrose synthase 1, putative, expressed"
12_30879	Os06g09450	0	"protein sucrose synthase 1, putative, expressed"
12_30880	Os06g09450	0	"protein sucrose synthase 1, putative, expressed"
12_10403	Os06g09570	0	"protein nucleolar GTP-binding protein 1, putative, expressed"
11_10346	Os06g09688	5.00E-75	"protein chaperonin, chloroplast precursor, putative, expressed"
11_10721	Os07g12080	6.00E-29	"protein trypsin/factor XIIA inhibitor precursor, putative, expressed"
11_10050	Os06g10770	1.00E-129	"protein aminoacylase-1, putative, expressed"
11_20975	Os06g11430	1.00E-126	"protein FIP1, putative, expressed"
12_30149	Os06g11790	1.00E-40	"protein oxidation resistance protein 1, putative, expressed"
12_10605	Os06g11130	1.00E-88	"protein gibberellin receptor GID1L2, putative, expressed"
11_20750	Os06g11290	0	"protein 12-oxophytodienoate reductase 2, putative, expressed"
12_10657	Os06g11290	0	"protein 12-oxophytodienoate reductase 2, putative, expressed"
11_21270	Os06g11490	5.00E-68	"protein blue copper protein precursor, putative, expressed"
12_10267	Os06g11800	1.00E-158	"protein annexin-like protein RJ4, putative, expressed"
11_20671	Os06g12310	1.00E-146	"protein aquaporin NIP4.1, putative, expressed"
11_11098	Os06g12530	1.00E-131	"protein nuclear migration protein nudC, putative, expressed"
12_11525	Os06g36180	3.00E-69	"protein amino acid transporter, putative, expressed"
12_30639	Os08g31090	1.00E-38	protein expressed protein
12_31463	Os08g32930	2.00E-66	protein expressed protein
11_11348	Os02g51320	1.00E-32	"protein DNA binding protein, putative, expressed"
12_31441	Os06g12220	2.00E-94	"protein HVA22-like protein a, putative, expressed"
12_11242	Os06g13000	1.00E-110	"protein ankyrin repeat protein, chloroplast precursor, putative, expressed"
11_11028	Os06g13660	0	"protein alanyl-tRNA synthetase, putative, expressed"
11_20060	Os06g13680	3.00E-38	"protein B12D protein, expressed"
11_10431	Os06g13820	0	"protein dynamin-2A, putative, expressed"
11_20195	Os10g11500	3.00E-76	"protein pathogenesis-related protein PRB1-3 precursor, putative, expressed"
12_30125	Os05g23720	1.00E-175	"protein ADP,ATP carrier protein, mitochondrial precursor, putative, expressed"
12_30832	Os04g46620	0	"protein T-complex protein 1 subunit alpha, putative, expressed"
