chromosome	U35 Rice Locus	start	aliases	U35_Rice Description
9	LOC_Os09g13610	22156	null	protein PFT1, putative, expressed
9	LOC_Os09g38620	16183	null	protein NADPH--cytochrome P450 reductase, putative, expressed
9	LOC_Os09g38750	4453	null	protein expressed protein
9	LOC_Os09g39020	5033	null	protein expressed protein
9	LOC_Os09g39180	14983	null	protein ribonucleoprotein, chloroplast precursor, putative, expressed
9	LOC_Os09g35010	21853	null	protein dehydration-responsive element-binding protein 1B, putative, expressed
9	LOC_Os09g15420	4670	null	protein UDP-glucose 4-epimerase GEPI48, putative, expressed
9	LOC_Os09g07570	929	null	protein ferredoxin-thioredoxin reductase catalytic chain, chloroplast precursor, putative, expressed
9	LOC_Os09g03780	16653	null	protein expressed protein
9	LOC_Os09g04339	19005	null	protein expressed protein
9	LOC_Os09g27830	675	null	protein OsPDIL2-3 - Oryza sativa protein disulfide isomerase, expressed
9	LOC_Os09g39920	4230	null	protein beta-1,4-mannan synthase, putative, expressed
9	LOC_Os09g25150	19940	null	protein dihydroflavonol-4-reductase, putative, expressed
9	LOC_Os09g32976	14826	null	protein 60S ribosomal protein L7a, putative, expressed
9	LOC_Os09g24670	23186	null	protein CAAX amino terminal protease family protein, putative, expressed
9	LOC_Os09g20284	15497	null	protein polyamine oxidase precursor, putative, expressed
9	LOC_Os09g07020	15844	null	protein flavonol synthase-like protein, putative, expressed
9	LOC_Os09g07020	15844	null	protein flavonol synthase-like protein, putative, expressed
9	LOC_Os09g04310	5881	null	protein expressed protein
9	LOC_Os09g04310	949	null	protein expressed protein
9	LOC_Os09g24690	15207	null	protein 60S ribosomal protein L34, putative, expressed
9	LOC_Os09g33500	1109	null	protein pyruvate dehydrogenase E1 component subunit beta, mitochondrial precursor, putative, expressed
9	LOC_Os09g08390	15683	null	protein SEC14 cytosolic factor, putative, expressed
9	LOC_Os09g26730	1799	null	protein chaperonin, chloroplast precursor, putative, expressed
9	LOC_Os09g39180	14983	null	protein ribonucleoprotein, chloroplast precursor, putative, expressed
9	LOC_Os09g36680	16253	null	protein ribonuclease 3 precursor, putative, expressed
9	LOC_Os09g36700	1948	null	protein extracellular ribonuclease LE precursor, putative, expressed
9	LOC_Os09g38400	2161	null	protein zinc finger protein hangover, putative, expressed
9	LOC_Os09g38790	2848	null	protein zinc finger protein 207, putative, expressed
9	LOC_Os09g36440	17377	null	protein transcription initiation factor IIB, putative, expressed
9	LOC_Os09g36040	2540	null	protein rhodanese-like domain containing protein, expressed
9	LOC_Os09g31490	3688	null	protein dihydroflavonol-4-reductase, putative, expressed
9	LOC_Os09g38410	4738	null	protein sialin, putative, expressed
9	LOC_Os09g36600	18973	null	protein nodulin-like protein, putative, expressed
9	LOC_Os09g07480	18784	null	protein expressed protein
9	LOC_Os09g33680	15191	null	protein cyanogenic beta-glucosidase precursor, putative, expressed
9	LOC_Os09g38920	14230	null	protein thiol protease SEN102 precursor, putative, expressed
9	LOC_Os09g15480	3950	null	protein Ser/Thr-rich protein T10 in DGCR region, putative, expressed
9	LOC_Os09g29510	20112	null	protein OsWAK80 - OsWAK receptor-like protein kinase, expressed
9	LOC_Os09g20810	23304	null	protein strictosidine synthase 3 precursor, putative
9	LOC_Os09g04110	17875	null	protein coatomer subunit alpha, putative, expressed
9	LOC_Os09g37620	6094	null	protein monooxygenase/ oxidoreductase, putative, expressed
9	LOC_Os09g38030	751	null	protein UTP--glucose-1-phosphate uridylyltransferase, putative, expressed
9	LOC_Os09g26420	14873	null	protein ethylene response factor, putative, expressed
9	LOC_Os09g17730	854	null	protein proton pump interactor, putative, expressed
9	LOC_Os09g20284	15497	null	protein polyamine oxidase precursor, putative, expressed
9	LOC_Os09g24200	1204	null	protein DNA repair protein RAD23, putative, expressed
9	LOC_Os09g30478	15572	null	protein expressed protein
9	LOC_Os09g19640	15589	null	protein holocarboxylase synthetase, putative, expressed
9	LOC_Os09g38772	15812	null	protein mo-molybdopterin cofactor sulfurase, putative, expressed
9	LOC_Os09g10600	1359	null	protein enoyl-[acyl-carrier-protein] reductase [NADH], chloroplast precursor, expressed
9	LOC_Os09g29890	15888	null	protein phosphatidylinositol 3- and 4-kinase family protein, expressed
9	LOC_Os09g24650	16095	null	protein protein binding protein, putative, expressed
9	LOC_Os09g26999	199	null	protein keratin-associated protein 5-4, putative, expressed
9	LOC_Os09g30300	2262	null	protein expressed protein
9	LOC_Os09g32080	1882	null	protein endochitinase A2 precursor, putative, expressed
9	LOC_Os09g02650	2723	null	protein chromosome-associated kinesin KLP1, putative, expressed
9	LOC_Os09g01640	2484	null	protein CXIP4, putative, expressed
9	LOC_Os09g39390	17134	null	protein aldo-keto reductase/ oxidoreductase, putative, expressed
9	LOC_Os09g11520	18031	null	protein expressed protein
9	LOC_Os09g25160	13820	null	protein retrotransposon protein, putative, unclassified
9	LOC_Os09g13630	18169	null	protein polycomb protein EMBRYONIC FLOWER 2, putative, expressed
9	LOC_Os09g04050	2353	null	protein dihydroflavonol-4-reductase, putative, expressed
9	LOC_Os09g37000	3678	null	protein 26S proteasome non-ATPase regulatory subunit 3, putative, expressed
9	LOC_Os09g25320	13836	null	protein polyubiquitin 2, putative, expressed
9	LOC_Os09g26390	3636	null	protein DNA binding protein, putative, expressed
9	LOC_Os09g20860	3331	null	protein calmodulin binding protein, putative, expressed
9	LOC_Os09g38410	4738	null	protein sialin, putative, expressed
9	LOC_Os09g36200	19435	null	protein senescence-inducible chloroplast stay-green protein 1, putative, expressed
9	LOC_Os09g35900	5636	null	protein 30S ribosomal protein S31, chloroplast precursor, putative, expressed
9	LOC_Os09g38920	14230	null	protein thiol protease SEN102 precursor, putative, expressed
9	LOC_Os09g38400	2161	null	protein zinc finger protein hangover, putative, expressed
9	LOC_Os09g04110	17875	null	protein coatomer subunit alpha, putative, expressed
9	LOC_Os09g33530	17588	null	protein acyltransferase/ catalytic, putative, expressed
9	LOC_Os09g39680	3424	null	protein sialin, putative, expressed
9	LOC_Os09g20830	18362	null	protein heat shock factor-binding protein 1, putative, expressed
9	LOC_Os09g21210	18394	null	protein beta-glucan elicitor receptor, putative, expressed
9	LOC_Os09g27050	18006	null	protein RSH2, putative, expressed
9	LOC_Os09g36520	17231	null	protein ki1 protein, putative, expressed
9	LOC_Os09g37180	18725	null	protein anthranilate N-benzoyltransferase protein 1, putative, expressed
9	LOC_Os09g38580	6604	null	protein cyclic nucleotide-gated ion channel 14, putative, expressed
9	LOC_Os09g04710	19611	null	protein anther-specific proline-rich protein APG precursor, putative, expressed
9	LOC_Os09g31230	6735	null	protein expressed protein
9	LOC_Os09g29200	27159	null	protein glutathione S-transferase, putative, expressed
9	LOC_Os09g38960	18407	null	protein potassium transporter 11, putative, expressed
9	LOC_Os09g33800	14692	null	protein arabinogalactan protein, putative, expressed
9	LOC_Os09g29840	15594	null	protein endoplasmin precursor, putative, expressed
9	LOC_Os09g24990	15694	null	protein CCR4-NOT transcription complex subunit 7, putative, expressed
9	LOC_Os09g21370	16090	null	protein cysteine proteinase EP-B 1 precursor, putative, expressed
9	LOC_Os09g39780	14253	null	protein peptidyl-prolyl cis-trans isomerase CYP19-3, putative, expressed
9	LOC_Os09g20900	4151	null	protein RING-H2 finger protein ATL3I, putative, expressed
9	LOC_Os09g35020	30843	null	protein dehydration-responsive element-binding protein 1D, putative, expressed
9	LOC_Os09g35020	23852	null	protein dehydration-responsive element-binding protein 1D, putative, expressed
9	LOC_Os09g35010	21853	null	protein dehydration-responsive element-binding protein 1B, putative, expressed
9	LOC_Os09g21370	16090	null	protein cysteine proteinase EP-B 1 precursor, putative, expressed
9	LOC_Os09g21370	16090	null	protein cysteine proteinase EP-B 1 precursor, putative, expressed
9	LOC_Os09g27830	675	null	protein OsPDIL2-3 - Oryza sativa protein disulfide isomerase, expressed
9	LOC_Os09g35020	23852	null	protein dehydration-responsive element-binding protein 1D, putative, expressed
9	LOC_Os09g35020	23852	null	protein dehydration-responsive element-binding protein 1D, putative, expressed
9	LOC_Os09g14670	1118	null	protein phosphoenolpyruvate carboxylase 2, putative, expressed
9	LOC_Os09g23540	1106	null	protein mannitol dehydrogenase, putative, expressed
9	LOC_Os09g39920	14513	null	protein beta-1,4-mannan synthase, putative, expressed
9	LOC_Os09g39390	17134	null	protein aldo-keto reductase/ oxidoreductase, putative, expressed
9	LOC_Os09g10940	17273	null	protein ras-related protein RGP1, putative, expressed
9	LOC_Os09g32800	1748	null	protein proteasome subunit beta type 1, putative, expressed
9	LOC_Os09g21000	18744	null	protein potassium transporter 12, putative, expressed
9	LOC_Os09g22450	19362	null	protein EDS1-like protein, putative, expressed
9	LOC_Os09g36480	20241	null	protein XAP-5 protein, putative, expressed
9	LOC_Os09g12600	2130	null	protein triose phosphate/phosphate translocator, non-green plastid,chloroplast precursor, putative, expressed
9	LOC_Os09g39870	21610	null	protein expressed protein
9	LOC_Os09g38740	2366	null	protein expressed protein
9	LOC_Os09g33450	2440	null	protein palmitoyltransferase ZDHHC9, putative, expressed
9	LOC_Os09g02284	2804	null	protein DNA-directed RNA polymerase II 36 kDa polypeptide A, putative, expressed
9	LOC_Os09g39540	708	null	protein 40S ribosomal protein S25, putative, expressed
9	LOC_Os09g01290	852	null	protein hhH-GPD superfamily base excision DNA repair protein, expressed
10	LOC_Os10g35840	15370	null	protein glutamyl-tRNA reductase, chloroplast precursor, putative, expressed
10	LOC_Os10g30560	7003	null	protein cytokinin-O-glucosyltransferase 2, putative, expressed
10	LOC_Os10g05720	540	null	protein lipid binding protein, putative, expressed
10	LOC_Os10g34910	157	null	protein secretory protein, putative
10	LOC_Os10g25680	2062	null	protein ubiquitin-protein ligase, putative, expressed
10	LOC_Os10g36860	4264	null	protein CRS1 / YhbY domain containing protein, expressed
10	LOC_Os10g34930	414	null	protein secretory protein, putative, expressed
10	LOC_Os10g36703	18455	null	protein OsSAUR56 - Auxin-responsive SAUR gene family member, expressed
10	LOC_Os10g31830	4935	null	protein ras-related protein Rab-18, putative, expressed
10	LOC_Os10g35370	14486	null	protein protochlorophyllide reductase B, chloroplast precursor, putative, expressed
10	LOC_Os10g34670	15519	null	protein prefoldin subunit 5, putative, expressed
10	LOC_Os10g35220	16403	null	protein nucleic acid binding protein, putative, expressed
10	LOC_Os10g32880	2504	null	protein pre-mRNA-splicing factor 19, putative, expressed
10	LOC_Os10g35380	3986	null	protein expressed protein
10	LOC_Os10g33800	14420	null	protein malate dehydrogenase, cytoplasmic, putative, expressed
10	LOC_Os10g35220	16403	null	protein nucleic acid binding protein, putative, expressed
10	LOC_Os10g35370	14487	null	protein protochlorophyllide reductase B, chloroplast precursor, putative, expressed
10	LOC_Os10g35200	1443	null	protein katanin p80 WD40-containing subunit B1 homolog 1, putative, expressed
10	LOC_Os10g35850	17973	null	protein membrane steroid-binding protein 1, putative, expressed
10	LOC_Os10g35560	3371	null	protein expressed protein
10	LOC_Os10g36760	16897	null	protein prolyl carboxypeptidase like protein, putative, expressed
10	LOC_Os10g36470	19855	null	protein methionine aminopeptidase 1A, putative, expressed
10	LOC_Os10g36550	17877	null	protein expressed protein
10	LOC_Os10g37830	2712	null	protein ATPP2-A13, putative, expressed
10	LOC_Os10g38140	2367	null	protein glutathione S-transferase GSTU6, putative, expressed
10	LOC_Os10g38710	3138	null	protein glutathione S-transferase GSTU6, putative, expressed
10	LOC_Os10g37899	3175	null	protein transposon protein, putative, unclassified, expressed
10	LOC_Os10g37410	4090	null	protein GTPase activator protein of Rab-like small GTPases-like protein, putative, expressed
10	LOC_Os10g37340	15752	null	protein O-succinylhomoserine sulfhydrylase, putative, expressed
10	LOC_Os10g42180	20711	null	protein ALMT1, putative, expressed
10	LOC_Os10g36870	17659	null	protein clathrin binding protein, putative, expressed
10	LOC_Os10g37520	16274	null	protein major Facilitator Superfamily protein, expressed
10	LOC_Os10g42420	2014	null	protein ADP-ribosylation factor GTPase-activating protein 3, putative, expressed
10	LOC_Os10g42720	4205	null	protein glycerol-3-phosphate acyltransferase, chloroplast precursor, putative, expressed
10	LOC_Os10g42780	3566	null	protein lrgB-like family protein, expressed
10	LOC_Os10g42870	17270	null	protein peptide transporter PTR2, putative, expressed
10	LOC_Os10g42860	5596	null	protein ribosomal protein L35 containing protein, expressed
10	LOC_Os10g37420	16457	null	protein cytochrome b5, putative, expressed
10	LOC_Os10g39440	15338	null	protein hexose transporter, putative, expressed
10	LOC_Os10g42610	16483	null	protein TPR domain protein, putative, expressed
10	LOC_Os10g39790	4520	null	protein metal ion transporter, putative, expressed
10	LOC_Os10g42820	20162	null	protein RXW8, putative, expressed
10	LOC_Os10g42500	2475	null	protein plastid-lipid associated protein 3, chloroplast precursor, putative, expressed
10	LOC_Os10g42430	17958	null	protein transcription factor MYC7E, putative, expressed
10	LOC_Os10g39760	6169	null	protein nucleotide binding protein, putative, expressed
10	LOC_Os10g42540	15128	null	protein expressed protein
10	LOC_Os10g43060	1782	null	protein expressed protein
10	LOC_Os10g43050	1929	null	protein ATP-dependent Clp protease proteolytic subunit 1, putative, expressed
10	LOC_Os10g42439	3552	null	protein GRV2, putative, expressed
10	LOC_Os10g39440	14218	null	protein hexose transporter, putative, expressed
10	LOC_Os10g42940	4334	null	protein ADP-ribosylation factor, putative, expressed
10	LOC_Os10g40250	18291	null	protein expressed protein
10	LOC_Os10g40720	14783	null	protein beta-expansin 1a precursor, putative, expressed
10	LOC_Os10g41970	18210	null	protein methyltransferase, putative, expressed
10	LOC_Os10g41710	16434	null	protein CHL-CPN10, putative, expressed
10	LOC_Os10g41400	14672	null	protein peptide methionine sulfoxide reductase, putative, expressed
10	LOC_Os10g41260	16715	null	protein mcb1 protein, putative, expressed
10	LOC_Os10g41360	5111	null	protein ubiquitin-protein ligase, putative, expressed
10	LOC_Os10g28020	2491	null	protein acylamino-acid-releasing enzyme, putative, expressed
10	LOC_Os10g22570	18020	null	protein cellulase containing protein, expressed
10	LOC_Os10g22460	18486	null	protein protein phosphatase 2C, putative, expressed
10	LOC_Os10g28360	5194	null	protein 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 4, putative, expressed
10	LOC_Os10g28200	462	null	protein GDP-mannose 3,5-epimerase 1, putative, expressed
10	LOC_Os10g06720	15980	null	protein aldose 1-epimerase, putative, expressed
10	LOC_Os10g09850	2689	null	protein EF-Hand containing protein, putative, expressed
10	LOC_Os10g16440	5994	null	protein CUE domain containing protein, expressed
10	LOC_Os10g38870	1682	null	protein metal ion binding protein, putative, expressed
10	LOC_Os10g18340	1515	null	protein expressed protein
10	LOC_Os10g31520	2017	null	protein ribosomal RNA assembly protein mis3, putative, expressed
10	LOC_Os10g11810	2863	null	protein mannitol dehydrogenase, putative, expressed
10	LOC_Os10g21910	17264	null	protein acetyl-coenzyme A carboxylase ACC1A, putative, expressed
10	LOC_Os10g41780	2495	null	protein chlorophyllide a oxygenase, chloroplast precursor, putative, expressed
10	LOC_Os10g27174	15484	null	protein 40S ribosomal protein S28, putative, expressed
10	LOC_Os10g27174	15483	null	protein 40S ribosomal protein S28, putative, expressed
10	LOC_Os10g28600	19469	null	protein PGR3, putative, expressed
10	LOC_Os10g14020	1787	null	protein TPD1, putative, expressed
10	LOC_Os10g19880	16104	null	protein large secreted protein, putative, expressed
10	LOC_Os10g13800	17850	null	protein ufm1-conjugating enzyme 1, putative, expressed
10	LOC_Os10g31660	14456	null	protein glycine-rich cell wall structural protein 2 precursor, putative, expressed
10	LOC_Os10g32870	17618	null	protein 50S ribosomal protein L11, putative, expressed
10	LOC_Os10g38030	18129	null	protein per1-like family protein, expressed
10	LOC_Os10g40730	14780	null	protein beta-expansin 1a precursor, putative, expressed
10	LOC_Os10g39840	14468	null	protein xyloglucan endotransglucosylase/hydrolase protein 32 precursor, putative, expressed
10	LOC_Os10g25060	20344	null	protein expressed protein
10	LOC_Os10g08550	14451	null	protein enolase, putative, expressed
10	LOC_Os10g01134	18288	null	protein serine carboxypeptidase 1 precursor, putative, expressed
10	LOC_Os10g41960	16166	null	protein eukaryotic translation initiation factor 3 subunit 9, putative, expressed
10	LOC_Os10g41960	16166	null	protein eukaryotic translation initiation factor 3 subunit 9, putative, expressed
10	LOC_Os10g17454	16406	null	protein RNA-binding protein precursor, putative, expressed
10	LOC_Os10g34760	4361	null	protein ripening-related protein 6 precursor, putative
10	LOC_Os10g31000	1275	null	protein ubiquitin-conjugating enzyme E2-21 kDa 1, putative, expressed
10	LOC_Os10g36690	17676	null	protein ankyrin protein kinase-like, putative, expressed
10	LOC_Os10g39410	13650	null	protein histone H4, putative, expressed
10	LOC_Os10g11340	4814	null	protein oxidoreductase acting on NADH or NADPH nitrogenous group as acceptor, putative, expressed
10	LOC_Os10g05750	15830	null	protein proline-rich protein, putative, expressed
10	LOC_Os10g38495	986	null	protein glutathione S-transferase GSTU6, putative, expressed
10	LOC_Os10g25430	2606	null	protein expressed protein
10	LOC_Os10g10180	2360	null	protein CMV 1a interacting protein 1, putative, expressed
10	LOC_Os10g22590	16179	null	protein pollen-specific protein C13 precursor, putative, expressed
10	LOC_Os10g37180	15356	null	protein glycine cleavage system H protein, mitochondrial precursor, putative, expressed
10	LOC_Os10g32920	14760	null	protein 60S ribosomal protein L23, putative, expressed
10	LOC_Os10g38160	770	null	protein glutathione S-transferase GSTU6, putative, expressed
10	LOC_Os10g38160	770	null	protein glutathione S-transferase GSTU6, putative, expressed
10	LOC_Os10g21930	4432	null	protein kelch motif family protein, expressed
10	LOC_Os10g01550	17267	null	protein transposon protein, putative, Mutator sub-class, expressed
10	LOC_Os10g11500	701	null	protein pathogenesis-related protein PRB1-3 precursor, putative, expressed
10	LOC_Os10g39410	13644	null	protein histone H4, putative, expressed
10	LOC_Os10g06130	1657	null	protein APOBEC1 complementation factor, putative, expressed
10	LOC_Os10g10434	18425	null	protein dimethyladenosine transferase, putative, expressed
10	LOC_Os10g02040	13851	null	protein peroxidase 54 precursor, putative, expressed
10	LOC_Os10g25780	16186	null	protein cell elongation protein diminuto, putative, expressed
10	LOC_Os10g41410	610	null	protein nucleoside diphosphate kinase 1, putative, expressed
10	LOC_Os10g27190	13867	null	protein 40S ribosomal protein S17-4, putative, expressed
10	LOC_Os10g20610	826	null	protein laccase LAC2-1, putative, expressed
10	LOC_Os10g31850	15201	null	protein RING finger and CHY zinc finger domain-containing protein 1, putative, expressed
10	LOC_Os10g05970	14902	null	protein proline-rich protein, putative, expressed
10	LOC_Os10g31000	1275	null	protein ubiquitin-conjugating enzyme E2-21 kDa 1, putative, expressed
10	LOC_Os10g35110	15726	null	protein alpha-galactosidase precursor, putative, expressed
10	LOC_Os10g35010	1906	null	protein ATTIC110/TIC110, putative, expressed
10	LOC_Os10g35220	16403	null	protein nucleic acid binding protein, putative, expressed
10	LOC_Os10g42670	1537	null	protein xyloglucan endotransglucosylase/hydrolase protein 30 precursor, putative, expressed
10	LOC_Os10g09850	2689	null	protein EF-Hand containing protein, putative, expressed
10	LOC_Os10g37899	3175	null	protein transposon protein, putative, unclassified, expressed
10	LOC_Os10g32820	55	null	protein 60S ribosomal protein L21, putative, expressed
10	LOC_Os10g25140	4408	null	protein alanine aminotransferase 2, putative, expressed
10	LOC_Os10g31856	8494	null	protein ATP binding protein, putative, expressed
10	LOC_Os10g39890	23927	null	protein pollen proteins Ole e I family protein, expressed
10	LOC_Os10g25000	5597	null	protein expressed protein
10	LOC_Os10g32920	14760	null	protein 60S ribosomal protein L23, putative, expressed
10	LOC_Os10g27190	13867	null	protein 40S ribosomal protein S17-4, putative, expressed
10	LOC_Os10g20610	826	null	protein laccase LAC2-1, putative, expressed
10	LOC_Os10g39710	15175	null	protein strictosidine synthase, putative, expressed
10	LOC_Os10g05970	14902	null	protein proline-rich protein, putative, expressed
10	LOC_Os10g37400	15918	null	protein expressed protein
10	LOC_Os10g35690	16278	null	protein ribosomal protein S18 containing protein, expressed
10	LOC_Os10g17680	1945	null	protein profilin A, putative, expressed
10	LOC_Os10g28320	2241	null	protein auxin-induced protein PCNT115, putative, expressed
10	LOC_Os10g02630	2486	null	protein U1 snRNP 70K protein, putative, expressed
10	LOC_Os10g31500	2883	null	protein fibroin heavy chain precursor, putative, expressed
10	LOC_Os10g39150	2068	null	protein thylakoid membrane phosphoprotein 14 kda, chloroplast precursor, putative, expressed
10	LOC_Os10g39810	2997	null	protein C-4 methylsterol oxidase, putative, expressed
10	LOC_Os10g37630	17637	null	protein fas-associated factor 1-like protein, putative, expressed
10	LOC_Os10g17740	3460	null	protein expressed protein
10	LOC_Os10g29540	16381	null	protein EDR1, putative, expressed
10	LOC_Os10g32550	3277	null	protein chaperonin CPN60-1, mitochondrial precursor, putative, expressed
10	LOC_Os10g33630	17304	null	protein adaptin ear-binding coat-associated protein 2, putative, expressed
10	LOC_Os10g43040	3561	null	protein ankyrin-1, putative, expressed
10	LOC_Os10g38495	16047	null	protein glutathione S-transferase GSTU6, putative, expressed
10	LOC_Os10g39680	882	null	protein acidic endochitinase Q precursor, putative, expressed
10	LOC_Os10g42790	3141	null	protein choline-phosphate cytidylyltransferase B, putative, expressed
10	LOC_Os10g40600	3186	null	protein peptide transporter PTR2, putative, expressed
10	LOC_Os10g31820	4543	null	protein protein fluG, putative, expressed
10	LOC_Os10g36848	5447	null	protein cytochrome P450 84A1, putative, expressed
10	LOC_Os10g16974	6025	null	protein flavonoid 3-monooxygenase, putative, expressed
10	LOC_Os10g33900	20341	null	protein carboxy-lyase, putative, expressed
10	LOC_Os10g31540	6592	null	protein glycine-rich cell wall structural protein 2 precursor, putative, expressed
10	LOC_Os10g11354	6023	null	protein transparent testa 12 protein, putative, expressed
10	LOC_Os10g33140	21139	null	protein hcrVf2 protein, putative, expressed
10	LOC_Os10g41060	22228	null	protein expressed protein
10	LOC_Os10g41560	20714	null	protein expressed protein
10	LOC_Os10g38630	8274	null	protein glutathione S-transferase GSTU6, putative, expressed
10	LOC_Os10g23900	3593	null	protein tyrosine decarboxylase 2, putative
10	LOC_Os10g39450	7721	null	protein ring finger protein, putative, expressed
10	LOC_Os10g42950	18961	null	protein cell division cycle 2-like protein kinase 6, putative, expressed
10	LOC_Os10g42210	2117	null	protein enoyl-CoA-hydratase, putative, expressed
10	LOC_Os10g41440	16721	null	protein nucleic acid binding protein, putative, expressed
10	LOC_Os10g28170	17050	null	protein conserved hypothetical protein
10	LOC_Os10g38110	4594	null	protein cytochrome P450 94A2, putative, expressed
10	LOC_Os10g25010	19394	null	protein caltractin, putative, expressed
10	LOC_Os10g26400	6002	null	protein oxidoreductase, putative, expressed
10	LOC_Os10g42724	16438	null	protein protein transporter, putative, expressed
10	LOC_Os10g26130	17655	null	protein phenylalanyl-tRNA synthetase alpha chain, putative, expressed
10	LOC_Os10g40780	18190	null	protein transcription regulator, putative, expressed
10	LOC_Os10g35190	21852	null	protein expressed protein
10	LOC_Os10g38950	2346	null	protein OsMPK4 - putative MAPK based on amino acid sequence homology, expressed
10	LOC_Os10g33230	2825	null	protein heterogeneous nuclear ribonucleoprotein 27C, putative, expressed
10	LOC_Os10g42299	3140	null	protein mitochondrial carnitine/acylcarnitine carrier-like protein, putative, expressed
10	LOC_Os10g35060	3422	null	protein Ser/Thr protein phosphatase family, putative, expressed
10	LOC_Os10g21190	419	null	protein hypothetical protein
10	LOC_Os10g32820	55	null	protein 60S ribosomal protein L21, putative, expressed
10	LOC_Os10g35644	6772	null	protein expressed protein
11	LOC_Os11g38380	18344	null	protein hypothetical protein
11	LOC_Os11g42420	18346	null	protein nuclear pore protein 84 / 107 containing protein, expressed
11	LOC_Os11g08940	15376	null	protein DNA-directed RNA polymerase II 8.2 kDa polypeptide, putative
11	LOC_Os11g35090	21403	null	protein centromeric protein E, putative, expressed
11	LOC_Os11g29380	15515	null	protein DNA replication licensing factor Mcm2, putative, expressed
11	LOC_Os11g20500	3770	null	protein conserved hypothetical protein
11	LOC_Os11g29400	2965	null	protein 6-phosphogluconate dehydrogenase, decarboxylating, putative, expressed
11	LOC_Os11g26890	17541	null	protein expressed protein
11	LOC_Os11g34180	20594	null	protein expressed protein
11	LOC_Os11g36060	4098	null	protein THUMP domain containing protein, expressed
11	LOC_Os11g24610	14266	null	protein 60S ribosomal protein L38, putative, expressed
11	LOC_Os11g24610	14266	null	protein 60S ribosomal protein L38, putative, expressed
11	LOC_Os11g47580	848	null	protein xylanase inhibitor protein 1 precursor, putative, expressed
11	LOC_Os11g29420	14464	null	protein lipid binding protein, putative
11	LOC_Os11g26850	14559	null	protein adenosylhomocysteinase, putative, expressed
11	LOC_Os11g32650	15644	null	protein chalcone synthase, putative, expressed
11	LOC_Os11g44300	4033	null	protein hypothetical protein
11	LOC_Os11g36050	16496	null	protein prefoldin subunit 2, putative, expressed
11	LOC_Os11g39320	11324	null	protein LZ-NBS-LRR class, putative, expressed
11	LOC_Os11g38010	21052	null	protein WDL1, putative, expressed
11	LOC_Os11g24070	335	null	protein nonspecific lipid-transfer protein 1 precursor, putative, expressed
11	LOC_Os11g33110	26260	null	protein germin-like protein subfamily 3 member 4 precursor, putative, expressed
11	LOC_Os11g36030	15712	null	protein ubiquitin-protein ligase/ zinc ion binding protein, putative, expressed
11	LOC_Os11g24570	19757	null	protein EMB1796, putative, expressed
11	LOC_Os11g26790	6405	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g11990	19171	null	protein NB-ARC domain containing protein, expressed
11	LOC_Os11g32320	16221	null	protein expressed protein
11	LOC_Os11g24610	14271	null	protein 60S ribosomal protein L38, putative, expressed
11	LOC_Os11g41850	5055	null	protein sugar transporter family protein, putative, expressed
11	LOC_Os11g44810	14650	null	protein auxin-repressed 12.5 kDa protein, putative, expressed
11	LOC_Os11g20090	18373	null	protein O-methyltransferase ZRP4, putative, expressed
11	LOC_Os11g17610	18704	null	protein YKL151C, putative, expressed
11	LOC_Os11g14980	25374	null	protein selenium-binding protein-like, putative, expressed
11	LOC_Os11g16320	16498	null	protein expressed protein
11	LOC_Os11g06720	14839	null	protein abscisic stress ripening protein 2, putative, expressed
11	LOC_Os11g29200	15951	null	protein protein transport protein Sec24-like CEF, putative, expressed
11	LOC_Os11g09280	14571	null	protein OsPDIL1-1 - Oryza sativa protein disulfide isomerase, expressed
11	LOC_Os11g11890	16763	null	protein protein kinase domain containing protein, expressed
11	LOC_Os11g07020	13817	null	protein fructose-bisphosphate aldolase, chloroplast precursor, putative, expressed
11	LOC_Os11g06720	14839	null	protein abscisic stress ripening protein 2, putative, expressed
11	LOC_Os11g08100	17055	null	protein aspartic proteinase Asp1 precursor, putative, expressed
11	LOC_Os11g05990	17042	null	protein digalactosyldiacylglycerol synthase 1, putative, expressed
11	LOC_Os11g13850	17301	null	protein rieske domain containing protein, expressed
11	LOC_Os11g07916	3338	null	protein NFU3, putative, expressed
11	LOC_Os11g02190	4710	null	protein expressed protein
11	LOC_Os11g10060	19238	null	protein transcriptional corepressor SEUSS, putative, expressed
11	LOC_Os11g08300	15586	null	protein aldehyde dehydrogenase, dimeric NADP-preferring, putative, expressed
11	LOC_Os11g10780	2852	null	protein ulp1 protease family protein, putative, expressed
11	LOC_Os11g09280	14571	null	protein OsPDIL1-1 - Oryza sativa protein disulfide isomerase, expressed
11	LOC_Os11g10480	42740	null	protein alcohol dehydrogenase 1, putative, expressed
11	LOC_Os11g09329	2838	null	protein VHS and GAT domain protein, putative, expressed
11	LOC_Os11g09140	3372	null	protein non-imprinted in Prader-Willi/Angelman syndrome region protein 1, putative, expressed
11	LOC_Os11g30360	3248	null	protein expressed protein
11	LOC_Os11g33120	2359	null	protein respiratory burst oxidase protein D, putative, expressed
11	LOC_Os11g33120	2359	null	protein respiratory burst oxidase protein D, putative, expressed
11	LOC_Os11g03290	1206	null	protein nucleoside-triphosphatase, putative, expressed
11	LOC_Os11g08210	3855	null	protein NAC domain-containing protein 71, putative, expressed
