BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
11_10120	LOC_Os02g01340	1.00E-169	"protein ferredoxin--NADP reductase, leaf isozyme, chloroplast precursor, putative, expressed"
12_31233	LOC_Os03g16369	0.00007	"protein serine/arginine repetitive matrix protein 1, putative, expressed"
11_21521	LOC_Os12g24020	1.00E-43	"protein senescence-associated protein DIN1, putative, expressed"
11_20882	LOC_Os02g01360	2.00E-89	protein expressed protein
12_30651	LOC_Os08g36480	0	"protein nitrate reductase 1, putative, expressed"
11_20294	LOC_Os08g28680	5.00E-95	"protein NEDD8-conjugating enzyme Ubc12-like, putative, expressed"
11_21204	LOC_Os02g01490	7.00E-18	protein expressed protein
11_20262	LOC_Os02g14110	0	"protein aspartate aminotransferase, mitochondrial precursor, putative, expressed"
11_21032	LOC_Os02g01740	0	"protein U5 small nuclear ribonucleoprotein 200 kDa helicase, putative, expressed"
11_11479	LOC_Os02g02130	5.00E-48	"protein 60S ribosomal protein L37, putative"
11_20415	LOC_Os03g11200	0	"protein pre-mRNA-processing protein prp39, putative, expressed"
12_30010	LOC_Os07g07470	9.00E-59	"protein 3-methyl-2-oxobutanoate dehydrogenase, putative, expressed"
12_10554	LOC_Os02g02320	0	"protein serine carboxypeptidase 3 precursor, putative, expressed"
12_30842	LOC_Os02g02320	0	"protein serine carboxypeptidase 3 precursor, putative, expressed"
11_10165	LOC_Os05g09580	1.00E-19	protein expressed protein
11_10064	LOC_Os02g02400	0	"protein catalase isozyme A, putative, expressed"
11_10023	LOC_Os02g02410	0	"protein luminal-binding protein 3 precursor, putative, expressed"
12_30843	LOC_Os02g02410	0	"protein luminal-binding protein 3 precursor, putative, expressed"
11_21246	LOC_Os02g02480	5.00E-95	"protein DNA binding protein, putative, expressed"
11_20315	LOC_Os02g14430	1.00E-138	"protein peroxidase 68 precursor, putative, expressed"
11_10136	LOC_Os06g02510	1.00E-102	"protein 60S ribosomal protein L13-2, putative, expressed"
11_10868	LOC_Os08g23730	0	"protein GMP synthase, putative, expressed"
11_10676	LOC_Os07g08030	1.00E-122	"protein ribose-5-phosphate isomerase, putative, expressed"
11_20745	LOC_Os10g39410	2.00E-53	"protein histone H4, putative, expressed"
12_30697	LOC_Os02g03040	1.00E-136	"protein arginine/serine-rich splicing factor RSP41, putative, expressed"
12_30673	LOC_Os02g03000	0	"protein division protein, putative, expressed"
12_31485	LOC_Os05g25780	1.00E-130	"protein rhodanese like protein, putative, expressed"
12_31308	LOC_Os02g02950	1.00E-104	protein expressed protein
11_10799	LOC_Os02g02830	1.00E-81	"protein ubiquitin-conjugating enzyme E2-17 kDa 9, putative, expressed"
11_10994	LOC_Os02g02890	5.00E-85	"protein peptidyl-prolyl cis-trans isomerase, putative, expressed"
11_10939	LOC_Os10g11340	4.00E-55	"protein oxidoreductase acting on NADH or NADPH nitrogenous group as acceptor, putative, expressed"
11_10427	LOC_Os05g08370	0	"protein CESA1 - cellulose synthase, expressed"
12_30358	LOC_Os01g11790	1.00E-144	"protein GDSL-like Lipase/Acylhydrolase family protein, expressed"
12_30521	LOC_Os02g03260	0	"protein 3-isopropylmalate dehydratase large subunit 2, putative, expressed"
12_30361	LOC_Os02g03270	2.00E-43	"protein DNA binding protein, putative, expressed"
11_10129	LOC_Os02g03330	2.00E-99	"protein lil3 protein, putative, expressed"
12_30783	LOC_Os02g03450	3.00E-59	"protein golgi SNARE 12 protein, putative, expressed"
11_20052	LOC_Os02g03460	1.00E-104	"protein phosphatidate cytidylyltransferase, putative, expressed"
12_11455	LOC_Os02g03470	1.00E-157	"protein tetratricopeptide repeat protein KIAA0103, putative, expressed"
11_21030	LOC_Os02g03540	0	"protein ribose-phosphate pyrophosphokinase 1, putative, expressed"
11_10494	LOC_Os02g37060	7.00E-23	protein expressed protein
12_30665	LOC_Os07g07990	1.00E-165	"protein receptor protein kinase CLAVATA1 precursor, putative, expressed"
11_10061	LOC_Os07g20410	5.00E-46	protein expressed protein
11_20936	LOC_Os02g03720	1.00E-114	"protein esterase/lipase/thioesterase family active site protein, putative, expressed"
11_10244	LOC_Os02g03860	1.00E-111	"protein mitochondrial ATP synthase precursor, putative, expressed"
12_30516	LOC_Os02g30180	0	"protein PUG domain fused to an UBA domain, putative, expressed"
11_21281	LOC_Os02g03850	0	protein expressed protein
11_10462	LOC_Os02g04100	1.00E-135	"protein proteasome subunit alpha type 1, putative, expressed"
11_10355	LOC_Os02g54160	1.00E-124	"protein ethylene response element binding protein, putative, expressed"
11_20743	LOC_Os04g55220	0	"protein lipid binding protein, putative, expressed"
11_10817	LOC_Os01g01830	1.00E-104	"protein prolyl endopeptidase, putative, expressed"
12_30317	LOC_Os02g04250	1.00E-119	"protein glycosyltransferase, putative, expressed"
12_10910	LOC_Os02g05440	4.00E-46	protein expressed protein
12_10575	LOC_Os02g05680	1.00E-172	"protein disulfide oxidoreductase/ electron carrier/ oxidoreductase, putative, expressed"
12_10811	LOC_Os02g37470	1.00E-114	"protein FLU, putative, expressed"
11_10013	LOC_Os04g32950	0	"protein calnexin homolog precursor, putative, expressed"
12_10199	LOC_Os06g48350	0	"protein eukaryotic translation initiation factor 5, putative, expressed"
11_20707	LOC_Os09g03780	3.00E-45	protein expressed protein
11_11097	LOC_Os10g05750	9.00E-74	"protein proline-rich protein, putative, expressed"
11_10539	LOC_Os02g04460	1.00E-127	"protein 50S ribosomal protein L3, chloroplast precursor, putative, expressed"
12_30658	LOC_Os02g04480	0	"protein splicing factor 3B subunit 3, putative, expressed"
12_30316	LOC_Os02g49950	0	"protein spotted leaf protein 11, putative, expressed"
12_30133	LOC_Os03g37130	0	"protein purple acid phosphatase precursor, putative, expressed"
11_10461	LOC_Os08g30480	7.00E-77	"protein AP-4 complex subunit sigma-1, putative, expressed"
12_31092	LOC_Os02g05340	1.00E-179	"protein 26S proteasome regulatory subunit rpn1, putative, expressed"
12_31274	LOC_Os02g05470	2.00E-65	"protein CCT motif family protein, expressed"
12_30751	LOC_Os02g05510	7.00E-74	"protein GATA transcription factor 25, putative, expressed"
11_20291	LOC_Os02g05630	1.00E-142	"protein protein phosphatase 2C isoform epsilon, putative, expressed"
12_30510	LOC_Os02g24354	0	"protein diaminopimelate decarboxylase, putative, expressed"
11_11205	LOC_Os02g06370	1.00E-105	"protein DNA binding protein, putative, expressed"
12_30782	LOC_Os02g06430	5.00E-21	protein expressed protein
11_20675	LOC_Os08g29170	1.00E-164	"protein quinone oxidoreductase-like protein At1g23740, chloroplast precursor, putative, expressed"
12_11171	LOC_Os10g38495	4.00E-88	"protein glutathione S-transferase GSTU6, putative, expressed"
12_21449	LOC_Os02g09200	1.00E-146	"protein cytochrome P450 71D10, putative, expressed"
12_30569	LOC_Os02g08480	1.00E-162	"protein ubiquitin fusion degradation protein 1, putative, expressed"
12_11104	LOC_Os02g07410	1.00E-74	"protein glycine cleavage system H protein, mitochondrial precursor, putative, expressed"
12_20381	LOC_Os02g07490	0	"protein glyceraldehyde-3-phosphate dehydrogenase, cytosolic, putative, expressed"
12_10497	LOC_Os02g07760	0	"protein succinate semialdehyde dehydrogenase, mitochondrial precursor, putative, expressed"
12_30430	LOC_Os02g07910	5.00E-33	"protein fiber protein Fb15, putative, expressed"
12_30473	LOC_Os02g08440	1.00E-128	"protein OsWRKY71 - Superfamily of rice TFs having WRKY and zinc finger domains, expressed"
12_30032	LOC_Os02g09590	9.00E-53	"protein ribosome-like protein, putative, expressed"
12_30120	LOC_Os02g09850	3.00E-34	protein expressed protein
12_11353	LOC_Os02g10590	1.00E-28	"protein FK506 binding protein, putative, expressed"
11_10003	LOC_Os06g46000	0	"protein tubulin beta-3 chain, putative, expressed"
11_20720	LOC_Os10g25430	1.00E-154	protein expressed protein
11_21473	LOC_Os02g08100	0	"protein 4-coumarate--CoA ligase 1, putative, expressed"
11_21158	LOC_Os02g07600	3.00E-18	"protein low-molecular-weight cysteine-rich protein LCR70 precursor, putative"
11_10962	LOC_Os01g18860	0	"protein S-adenosylmethionine synthetase 1, putative, expressed"
12_30441	LOC_Os02g08180	1.00E-32	"protein protein transport protein SEC61 gamma subunit, putative, expressed"
12_31004	LOC_Os02g09420	1.00E-117	"protein cyclase, putative, expressed"
11_20651	LOC_Os02g09750	2.00E-54	"protein lycopene beta cyclase, chloroplast precursor, putative, expressed"
12_30021	LOC_Os02g10070	0	"protein citrate synthase 4, mitochondrial precursor, putative, expressed"
12_30802	LOC_Os02g10200	7.00E-84	"protein zinc finger A20 and AN1 domains-containing protein, putative, expressed"
11_20656	LOC_Os02g10310	0	"protein fumarylacetoacetase, putative, expressed"
11_21014	LOC_Os06g41590	1.00E-141	"protein protein YIF1A, putative, expressed"
11_20600	LOC_Os02g11750	1.00E-137	"protein RNA-binding protein 25, putative, expressed"
12_30567	LOC_Os02g11820	0	"protein GTP-ase activating protein for Arf containing protein, putative, expressed"
11_10659	LOC_Os02g11840	2.00E-47	"protein coatomer subunit beta, putative, expressed"
12_31509	LOC_Os02g12660	2.00E-39	"protein receptor-like kinase, putative, expressed"
12_10591	LOC_Os02g13140	0	"protein xaa-Pro dipeptidase, putative, expressed"
11_11312	LOC_Os02g13960	0	"protein spotted leaf protein 11, putative, expressed"
12_30230	LOC_Os02g15580	1.00E-110	"protein cyclic nucleotide-gated ion channel 1, putative, expressed"
11_10954	LOC_Os02g37862	1.00E-106	"protein 60S ribosomal protein L6, putative, expressed"
12_30508	LOC_Os12g27520	1.00E-100	"protein serine/threonine-protein kinase AFC2, putative, expressed"
12_11487	LOC_Os02g32120	1.00E-131	"protein ubiquinol-cytochrome c reductase iron-sulfur subunit, mitochondrial precursor, putative, expressed"
11_21124	LOC_Os02g33730	1.00E-34	"protein ubiquinol-cytochrome C reductase hinge protein, expressed"
11_10749	LOC_Os02g37590	0	"protein glycerophosphoryl diester phosphodiesterase family protein, putative, expressed"
11_20854	LOC_Os02g37856	1.00E-111	protein expressed protein
11_20785	LOC_Os02g37870	1.00E-168	"protein brix domain-containing protein 2, putative, expressed"
12_30765	LOC_Os02g38020	1.00E-100	"protein inorganic phosphate transporter 2-1, chloroplast precursor, putative, expressed"
12_31443	LOC_Os02g38029	1.00E-24	protein expressed protein
11_20572	LOC_Os02g38190	9.00E-90	protein expressed protein
11_20799	LOC_Os02g38200	0	"protein isocitrate dehydrogenase subunit 1, mitochondrial precursor, putative, expressed"
11_20329	LOC_Os02g38210	0	"protein elongation factor Tu, chloroplast precursor, putative, expressed"
12_11442	LOC_Os02g38240	1.00E-135	"protein rhodanese family protein, putative, expressed"
12_31249	LOC_Os02g38250	0	"protein EMB1745, putative, expressed"
11_20946	LOC_Os02g38440	1.00E-167	"protein steroid dehydrogenase KIK-I, putative, expressed"
11_10323	LOC_Os02g38810	0	"protein 26S proteasome non-ATPase regulatory subunit 6, putative, expressed"
12_31187	LOC_Os02g38820	1.00E-100	protein expressed protein
12_30305	LOC_Os02g39200	0	"protein nucleotide-sugar transporter/ sugar porter, putative, expressed"
12_11140	LOC_Os02g39360	1.00E-102	"protein salt tolerance-like protein, putative, expressed"
11_11153	LOC_Os02g39400	1.00E-118	"protein isochorismatase hydrolase, putative, expressed"
12_21482	LOC_Os02g39400	1.00E-118	"protein isochorismatase hydrolase, putative, expressed"
11_20567	LOC_Os04g40410	6.00E-64	"protein component of high affinity nitrate transporter, putative, expressed"
11_10848	LOC_Os06g04330	4.00E-46	protein expressed protein
12_30837	LOC_Os06g04330	4.00E-46	protein expressed protein
11_21216	LOC_Os07g41900	0	protein expressed protein
12_30465	LOC_Os01g16900	0	"protein 3-isopropylmalate dehydrogenase, chloroplast precursor, putative, expressed"
12_30596	LOC_Os02g10920	1.00E-46	"protein RNA-binding protein cabeza, putative, expressed"
12_30311	LOC_Os02g16660	1.00E-127	"protein protein cbxX, chromosomal, putative, expressed"
12_10278	LOC_Os02g19820	1.00E-118	protein expressed protein
12_30511	LOC_Os02g31874	0	protein expressed protein
12_30856	LOC_Os02g36380	1.00E-17	"protein cryptochrome 1 apoprotein, putative, expressed"
11_10227	LOC_Os02g39790	0	"protein S-adenosylmethionine decarboxylase proenzyme, putative, expressed"
12_30681	LOC_Os02g39830	6.00E-54	"protein enhancer of rudimentary, putative, expressed"
11_20835	LOC_Os02g39850	1.00E-135	"protein anthranilate N-benzoyltransferase protein 1, putative, expressed"
12_21114	LOC_Os02g39890	1.00E-117	"protein nuclear cap-binding protein subunit 2, putative, expressed"
12_10345	LOC_Os02g39930	1.00E-93	"protein OsTIL-1 - Oryza sativa Temperature-induced lipocalin-1, expressed"
12_31174	LOC_Os02g40080	1.00E-109	"protein tic20-like protein, putative, expressed"
11_10513	LOC_Os02g40514	7.00E-30	"protein h/ACA ribonucleoprotein complex subunit 3-like protein, putative, expressed"
12_31178	LOC_Os02g40784	0	"protein CER1, putative, expressed"
12_30395	LOC_Os02g40830	0	"protein succinyl-CoA ligase beta-chain, mitochondrial precursor, putative, expressed"
12_20463	LOC_Os02g40890	1.00E-106	"protein pleckstrin homology domain containing, family A, putative, expressed"
12_11181	LOC_Os02g42350	0	"protein nitrilase 4, putative, expressed"
11_10377	LOC_Os04g43540	5.00E-68	"protein 60 ribosomal protein L14, putative, expressed"
12_30749	LOC_Os07g08190	5.00E-26	"protein peptidyl-prolyl cis-trans isomerase G, putative, expressed"
12_30857	LOC_Os02g41550	2.00E-77	"protein cryptochrome 2 apoprotein, putative, expressed"
12_30144	LOC_Os02g41580	1.00E-150	"protein calcium-dependent protein kinase 2, putative, expressed"
11_20184	LOC_Os02g41590	0	"protein adenosine kinase 2, putative, expressed"
11_11067	LOC_Os07g08200	1.00E-160	"protein inner envelope membrane protein, chloroplast precursor, putative"
12_11253	LOC_Os07g08210	2.00E-81	"protein bifunctional coenzyme A synthase, putative, expressed"
12_10803	LOC_Os02g42960	1.00E-119	protein expressed protein
11_21339	LOC_Os02g44080	1.00E-127	"protein aquaporin TIP2.1, putative, expressed"
11_10964	LOC_Os01g22010	1.00E-146	"protein S-adenosylmethionine synthetase 1, putative, expressed"
11_20266	LOC_Os02g43930	0	"protein dnaJ protein homolog 2, putative, expressed"
11_10270	LOC_Os02g43020	0	"protein heat shock protein STI, putative, expressed"
12_10758	LOC_Os02g43760	1.00E-115	"protein ubiquitin carboxyl-terminal hydrolase isozyme L3, putative, expressed"
11_10189	LOC_Os02g44870	3.00E-93	"protein dehydrin COR410, putative, expressed"
11_21310	LOC_Os02g44980	0	"protein amino acid transport protein, putative, expressed"
11_20058	LOC_Os02g45054	1.00E-39	"protein INDETERMINATE-related protein 9, putative, expressed"
12_11321	LOC_Os02g45450	2.00E-92	"protein dehydration-responsive element-binding protein 1A, putative, expressed"
11_10635	LOC_Os02g45820	5.00E-35	"protein mitochondrial import inner membrane translocase subunit Tim13, putative, expressed"
12_30804	LOC_Os04g46450	2.00E-65	"protein zinc finger, C3HC4 type family protein, expressed"
12_30346	LOC_Os07g09970	1.00E-60	"protein lipid binding protein, putative, expressed"
12_31359	LOC_Os02g26794	3.00E-10	protein expressed protein
12_30844	LOC_Os02g45450	2.00E-92	"protein dehydration-responsive element-binding protein 1A, putative, expressed"
11_11483	LOC_Os02g46610	1.00E-126	protein expressed protein
11_21298	LOC_Os03g30934	1.00E-97	"protein UDP-N-acetylglucosamine transferase subunit ALG14, putative, expressed"
12_11475	LOC_Os04g06790	1.00E-123	"protein cupin, RmlC-type, putative, expressed"
11_21069	LOC_Os02g47440	1.00E-116	"protein syntaxin 23, putative, expressed"
11_20904	LOC_Os02g46956	1.00E-126	protein expressed protein
12_30637	LOC_Os02g47110	1.00E-104	"protein ADP-ribosylation factor, putative, expressed"
11_21293	LOC_Os02g47150	1.00E-125	"protein DNA topoisomerase 2, putative, expressed"
11_21225	LOC_Os02g47220	2.00E-88	"protein serine/threonine-protein kinase ICK, putative, expressed"
11_10781	LOC_Os02g47580	0	protein expressed protein
11_10455	LOC_Os02g47800	0	"protein monodehydroascorbate reductase, cytoplasmic isoform 2, putative, expressed"
11_20287	LOC_Os06g43850	4.00E-94	"protein ATP synthase delta chain, mitochondrial precursor, putative, expressed"
12_10392	LOC_Os02g47020	0	"protein phosphoribulokinase, chloroplast precursor, putative, expressed"
12_20148	LOC_Os02g47600	1.00E-116	"protein soluble inorganic pyrophosphatase, putative, expressed"
11_11261	LOC_Os02g47620	1.00E-174	"protein catalytic/ hydrolase, putative, expressed"
11_10040	LOC_Os02g48560	0	"protein omega-6 fatty acid desaturase, endoplasmic reticulum isozyme 2, putative, expressed"
11_20709	LOC_Os02g48620	0	protein expressed protein
11_20015	LOC_Os02g48720	0	"protein ADP,ATP carrier protein, mitochondrial precursor, putative, expressed"
11_10124	LOC_Os06g21480	5.00E-59	"protein 60S ribosomal protein L31, putative, expressed"
12_10504	LOC_Os02g48110	0	"protein oxygen-regulated protein precursor, putative, expressed"
11_20714	LOC_Os02g48870	1.00E-160	"protein aspartic proteinase nepenthesin-2 precursor, putative, expressed"
11_21469	LOC_Os02g48964	0	"protein WD-repeat protein-like, putative, expressed"
11_20636	LOC_Os02g49080	1.00E-148	"protein nucleic acid binding protein, putative, expressed"
11_20468	LOC_Os05g07650	0	"protein transmembrane 9 superfamily protein member 2 precursor, putative, expressed"
12_31289	LOC_Os02g49450	1.00E-26	"protein BSD domain containing protein, expressed"
11_20673	LOC_Os02g30630	0	"protein acetolactate synthase III, chloroplast precursor, putative, expressed"
11_20620	LOC_Os02g49530	6.00E-61	protein expressed protein
12_10596	LOC_Os02g49680	1.00E-163	"protein calcium sensing receptor, putative, expressed"
11_20892	LOC_Os08g35480	1.00E-103	protein expressed protein
11_11349	LOC_Os02g49760	1.00E-133	"protein potassium transporter 8, putative, expressed"
11_20577	LOC_Os02g49800	0	"protein aspartic proteinase Asp1 precursor, putative, expressed"
12_31250	LOC_Os09g04339	1.00E-89	protein expressed protein
11_20784	LOC_Os10g10180	1.00E-172	"protein CMV 1a interacting protein 1, putative, expressed"
11_21256	LOC_Os02g50010	0	"protein APO2, putative, expressed"
12_31101	LOC_Os02g50130	6.00E-70	"protein nudix hydrolase 4, putative, expressed"
11_11459	LOC_Os03g37840	0	"protein potassium transporter 16, putative, expressed"
11_20744	LOC_Os11g32890	6.00E-53	protein expressed protein
11_20053	LOC_Os02g50240	0	"protein glutamine synthetase root isozyme 3, putative, expressed"
11_20488	LOC_Os02g51470	7.00E-97	"protein ATP synthase delta chain, chloroplast precursor, putative, expressed"
12_30236	LOC_Os02g51550	2.00E-28	protein expressed protein
12_31111	LOC_Os02g51700	4.00E-98	protein expressed protein
12_30940	LOC_Os09g27830	0	"protein OsPDIL2-3 - Oryza sativa protein disulfide isomerase, expressed"
11_10469	LOC_Os10g22590	2.00E-71	"protein pollen-specific protein C13 precursor, putative, expressed"
12_31088	LOC_Os02g50350	0	"protein dihydropyrimidine dehydrogenase precursor, putative, expressed"
11_20889	LOC_Os02g51040	1.00E-135	"protein alpha-expansin 15 precursor, putative, expressed"
11_20969	LOC_Os02g51610	1.00E-156	"protein transporter-like protein, putative, expressed"
11_20682	LOC_Os02g51620	0	"protein beta-D-xylosidase, putative, expressed"
11_20746	LOC_Os02g51140	1.00E-101	protein expressed protein
12_30573	LOC_Os03g20980	0	protein expressed protein
12_30148	LOC_Os02g51150	1.00E-140	"protein protein SUR2, putative, expressed"
12_31253	LOC_Os02g50860	1.00E-115	"protein rac-like GTP-binding protein 3, putative, expressed"
11_21224	LOC_Os02g50880	0	"protein protease Do-like 9, putative, expressed"
11_10608	LOC_Os02g50620	0	"protein pyruvate dehydrogenase E1 component alpha subunit, mitochondrial precursor, putative, expressed"
11_11458	LOC_Os02g50560	3.00E-65	"protein PDE317, putative, expressed"
11_10220	LOC_Os10g37180	3.00E-82	"protein glycine cleavage system H protein, mitochondrial precursor, putative, expressed"
11_10331	LOC_Os02g52390	0	"protein protein hypA, putative, expressed"
11_10185	LOC_Os02g52290	2.00E-51	"protein peptidyl-prolyl isomerase FKBP12, putative, expressed"
11_11246	LOC_Os07g26930	1.00E-121	protein expressed protein
11_20346	LOC_Os02g52140	1.00E-114	"protein polyadenylate-binding protein 2, putative, expressed"
11_21404	LOC_Os06g11410	1.00E-101	"protein cyclin delta-2, putative, expressed"
11_11147	LOC_Os02g53320	1.00E-78	"protein USP family protein, putative, expressed"
11_20654	LOC_Os02g53330	0	"protein 1-aminocyclopropane-1-carboxylate deaminase, putative, expressed"
11_10815	LOC_Os02g53210	0	protein expressed protein
12_30698	LOC_Os02g30320	1.00E-41	"protein drought-induced protein 1, putative, expressed"
11_20783	LOC_Os02g52920	1.00E-99	"protein transmembrane emp24 domain-containing protein 10 precursor, putative, expressed"
11_10400	LOC_Os02g52940	1.00E-150	"protein inorganic pyrophosphatase, putative, expressed"
11_21025	LOC_Os02g52880	1.00E-134	"protein ybaK/prolyl-tRNA synthetase associated region, putative, expressed"
11_10202	LOC_Os02g52860	0	"protein phosphate carrier protein, mitochondrial precursor, putative, expressed"
12_30626	LOC_Os02g52720	4.00E-51	"protein peroxisomal multifunctional enzyme type 2, putative"
12_31235	LOC_Os02g52820	7.00E-78	protein expressed protein
11_20996	LOC_Os11g47760	0	"protein heat shock cognate 70 kDa protein 2, putative, expressed"
12_30931	LOC_Os11g47760	0	"protein heat shock cognate 70 kDa protein 2, putative, expressed"
11_20728	LOC_Os02g53860	0	"protein subtilisin-like protease precursor, putative, expressed"
11_11294	LOC_Os12g27440	6.00E-43	protein expressed protein
11_10978	LOC_Os02g54060	7.00E-89	"protein chaperonin, chloroplast precursor, putative, expressed"
11_20972	LOC_Os02g54080	2.00E-86	protein expressed protein
11_10595	LOC_Os02g54130	1.00E-113	"protein dnaJ protein, putative, expressed"
12_31432	LOC_Os08g04170	2.00E-55	"protein zinc finger C-x8-C-x5-C-x3-H type family protein, expressed"
11_10734	LOC_Os02g54254	0	"protein alpha-aminoadipic semialdehyde synthase, putative, expressed"
12_31353	LOC_Os02g33490	1.00E-174	"protein pyrophosphate-energized membrane proton pump 3, putative, expressed"
11_20118	LOC_Os02g54010	1.00E-155	"protein triacylglycerol lipase, putative, expressed"
11_10139	LOC_Os02g54470	6.00E-53	"protein 60S ribosomal protein L33-B, putative, expressed"
12_11494	LOC_Os02g54700	1.00E-131	"protein eukaryotic translation initiation factor 3 subunit 4, putative, expressed"
11_20531	LOC_Os02g54770	2.00E-81	"protein splicing factor, arginine/serine-rich 7, putative, expressed"
11_10015	LOC_Os08g10450	0	"protein nucleoside transporter, putative, expressed"
12_30151	LOC_Os08g33710	1.00E-102	"protein ribonuclease 3 precursor, putative, expressed"
12_31042	LOC_Os11g26790	2.00E-22	"protein water stress-inducible protein Rab21, putative, expressed"
12_31043	LOC_Os11g26790	2.00E-22	"protein water stress-inducible protein Rab21, putative, expressed"
12_31044	LOC_Os11g26790	8.00E-55	"protein water stress-inducible protein Rab21, putative, expressed"
12_31048	LOC_Os11g26790	8.00E-55	"protein water stress-inducible protein Rab21, putative, expressed"
12_31049	LOC_Os11g26790	8.00E-55	"protein water stress-inducible protein Rab21, putative, expressed"
12_31115	LOC_Os02g54820	0	"protein trehalose-6-phosphate synthase, putative, expressed"
11_20379	LOC_Os02g54990	0	"protein serine incorporator 3, putative, expressed"
11_20725	LOC_Os02g55420	0	"protein aspartate aminotransferase, chloroplast precursor, putative, expressed"
11_21271	LOC_Os02g55430	7.00E-49	"protein alginate regulatory protein AlgP, putative, expressed"
11_20467	LOC_Os02g55440	0	"protein transmembrane 9 superfamily protein member 2 precursor, putative, expressed"
11_20036	LOC_Os08g19370	7.00E-72	protein expressed protein
11_20355	LOC_Os02g55640	1.00E-68	"protein proteasome maturation factor UMP1 family protein, expressed"
12_30734	LOC_Os03g40310	6.00E-81	"protein peptidyl-prolyl cis-trans isomerase E, putative, expressed"
12_20448	LOC_Os02g55880	3.00E-84	"protein calcineurin subunit B, putative, expressed"
11_11534	LOC_Os02g56170	2.00E-56	"protein PAP-specific phosphatase, putative, expressed"
12_31495	LOC_Os02g56200	2.00E-21	"protein ATATH8, putative, expressed"
11_20733	LOC_Os02g56210	1.00E-168	"protein mRNA decapping enzyme 2, putative, expressed"
11_20558	LOC_Os07g29410	1.00E-125	"protein electron transporter/ thiol-disulfide exchange intermediate, putative, expressed"
11_10239	LOC_Os08g32870	0	"protein betaine-aldehyde dehydrogenase, putative, expressed"
12_31198	LOC_Os02g56530	0	"protein protein binding protein, putative, expressed"
12_21477	LOC_Os02g56550	1.00E-154	"protein ATP-dependent transporter YFL028C, putative, expressed"
12_30025	LOC_Os05g32110	0	"protein COBRA-like protein 4 precursor, putative, expressed"
11_10645	LOC_Os02g56940	4.00E-22	protein expressed protein
12_31277	LOC_Os02g56940	2.00E-17	protein expressed protein
12_31392	LOC_Os02g56920	1.00E-168	"protein CER1, putative, expressed"
11_10175	LOC_Os02g56990	2.00E-48	"protein 60S ribosomal protein L37, putative, expressed"
12_30355	LOC_Os02g57030	7.00E-28	protein expressed protein
12_10051	LOC_Os02g57040	0	"protein alcohol dehydrogenase class 3, putative, expressed"
12_10071	LOC_Os10g32920	3.00E-76	"protein 60S ribosomal protein L23, putative, expressed"
11_10107	LOC_Os12g29220	1.00E-112	"protein MTN3, putative, expressed"
11_21467	LOC_Os02g56850	0	"protein glutathione reductase, cytosolic, putative, expressed"
11_21455	LOC_Os02g57010	1.00E-103	"protein ribonucleoprotein, chloroplast, putative, expressed"
12_30057	LOC_Os02g32490	0	"protein acetyl-coenzyme A synthetase, putative, expressed"
11_11187	LOC_Os02g57160	0	"protein ABC-1, putative, expressed"
12_31126	LOC_Os02g57180	0	"protein NADH-ubiquinone oxidoreductase 39 kDa subunit, mitochondrial precursor, putative, expressed"
11_20005	LOC_Os02g57200	2.00E-71	protein expressed protein
11_20029	LOC_Os02g57250	1.00E-88	"protein OsIAA10 - Auxin-responsive Aux/IAA gene family member, expressed"
11_10748	LOC_Os02g57240	1.00E-178	"protein voltage-gated potassium channel beta subunit, putative, expressed"
11_20211	LOC_Os02g57280	7.00E-80	"protein CBS domain containing protein, expressed"
11_11488	LOC_Os05g05470	0	"protein T-complex protein 1 subunit zeta, putative, expressed"
11_10828	LOC_Os01g52240	1.00E-139	"protein chlorophyll a-b binding protein 2, chloroplast precursor, putative, expressed"
12_31283	LOC_Os02g57630	2.00E-61	"protein ubiquitin carboxyl-terminal hydrolase isozyme L5, putative, expressed"
11_20687	LOC_Os02g57640	1.00E-178	"protein RNA-binding protein Nova-1, putative, expressed"
11_20868	LOC_Os02g57820	1.00E-146	"protein DNA binding protein, putative, expressed"
12_20907	LOC_Os02g57830	5.00E-30	protein expressed protein
12_30414	LOC_Os11g18947	6.00E-88	"protein RHB1A, putative, expressed"
11_20817	LOC_Os11g37950	1.00E-59	"protein win2 precursor, putative, expressed"
12_31469	LOC_Os02g57766	6.00E-26	protein expressed protein
12_31498	LOC_Os05g46780	1.00E-123	"protein smad nuclear-interacting protein 1, putative, expressed"
11_21112	LOC_Os02g57710	0	"protein signal peptide peptidase-like 2B, putative, expressed"
11_10390	LOC_Os02g34810	0	"protein OsAPx8 - Thylakoid-bound Ascorbate Peroxidase encoding gene, expressed"
11_11111	LOC_Os02g57650	0	"protein NAC domain-containing protein 78, putative, expressed"
12_30627	LOC_Os02g58440	0	"protein zinc finger C-x8-C-x5-C-x3-H type family protein, expressed"
11_20537	LOC_Os02g58560	0	"protein CALS1, putative, expressed"
12_30956	LOC_Os02g58790	1.00E-143	protein expressed protein
11_21516	LOC_Os02g01590	0	"protein beta-fructofuranosidase 1 precursor, putative, expressed"
12_30959	LOC_Os06g01170	0	"protein protein binding protein, putative, expressed"
12_10036	LOC_Os06g01210	4.00E-67	"protein plastocyanin, chloroplast precursor, putative, expressed"
