barley opa_index	Brach gene	evalue	description
	Bradi4g30970		none
12_11318	Bradi4g30980	2.00E-64	none
	Bradi4g30990	3.00E-37	none
	Bradi4g31000	4.00E-130	none
	Bradi4g31010	3.00E-100	none
	Bradi4g31020	9.00E-65	none
	Bradi4g31030	2.00E-144	none
	Bradi4g31040	2.00E-91	none
	Bradi4g31050	3.00E-33	none
	Bradi4g31060	1.00E-39	none
	Bradi4g31070	3.00E-122	none
	Bradi4g31080		none
	Bradi4g31090		none
	Bradi4g31100	6.00E-29	none
12_30080	Bradi4g31110	6.00E-29	none
	Bradi4g31120	7.00E-55	none
	Bradi4g31130	0	none
	Bradi4g31140		none
	Bradi4g31150	7.00E-155	none
	Bradi4g31160	0	none
	Bradi4g31170		none
	Bradi4g31180	9.00E-44	none
	Bradi4g31190		none
	Bradi4g31200	6.00E-39	none
	Bradi4g31210		none
11_20392	Bradi4g31220	8.00E-112	none
	Bradi4g31230	2.00E-25	none
11_11249	Bradi4g31240	2.00E-70	none
	Bradi4g31250	2.00E-108	none
12_30007	Bradi4g31260	4.00E-139	none
	Bradi4g31270	1.00E-124	none
	Bradi4g31280	0	none
	Bradi4g31290	3.00E-66	none
	Bradi4g31300	9.00E-115	none
	Bradi4g31310	0	none
	Bradi4g31320	6.00E-26	none
	Bradi4g31330	2.00E-18	none
12_30966	Bradi4g31340	0	none
11_21239	Bradi4g31350	2.00E-106	none
	Bradi4g31360	7.00E-165	none
	Bradi4g31370	0	none
	Bradi4g31380	0	none
	Bradi4g31390	2.00E-38	none
	Bradi4g31400	8.00E-45	none
11_10641	Bradi4g31410	3.00E-156	none
	Bradi4g31420	2.00E-44	none
	Bradi4g31430	4.00E-129	none
11_21121	Bradi4g31440	2.00E-174	none
	Bradi4g31450	2.00E-95	none
	Bradi4g31460	0	none
	Bradi4g31470	1.00E-14	none
	Bradi4g31480	4.00E-100	none
	Bradi4g31490	2.00E-69	none
11_21275	Bradi4g31500	6.00E-110	none
	Bradi4g31510		none
	Bradi4g31520		none
	Bradi4g31530		none
	Bradi4g31540	0	none
	Bradi4g31550	3.00E-88	none
	Bradi4g31560	1.00E-92	none
	Bradi4g31570	3.00E-44	none
	Bradi4g31580	2.00E-65	none
	Bradi4g31590	2.00E-22	none
	Bradi4g31600		none
11_11497	Bradi4g31610	8.00E-63	none
	Bradi4g31620	4.00E-38	none
	Bradi4g31630	1.00E-47	none
	Bradi4g31640	8.00E-84	none
	Bradi4g31650		none
	Bradi4g31660	7.00E-23	none
	Bradi4g31670	8.00E-23	none
11_20236	Bradi4g31680	0	none
	Bradi4g31690	4.00E-61	none
	Bradi4g31700		none
	Bradi4g31710	1.00E-80	none
	Bradi4g31720	4.00E-96	none
	Bradi4g31730	1.00E-140	none
	Bradi4g31740		none
	Bradi4g31750	3.00E-54	none
	Bradi4g31760	7.00E-37	none
	Bradi4g31770	3.00E-57	none
	Bradi4g31780	2.00E-29	none
	Bradi4g31790	1.00E-41	none
	Bradi4g31800	0	none
	Bradi4g31810	2.00E-63	none
11_20246	Bradi4g31820	2.00E-146	none
12_30940	Bradi4g31830	0	none
	Bradi4g31840	3.00E-68	none
	Bradi4g31850	9.00E-113	none
	Bradi4g31860	7.00E-73	none
	Bradi4g31870	7.00E-75	none
12_10979	Bradi4g31880	4.00E-136	none
	Bradi4g31890	1.00E-73	none
	Bradi4g31900	5.00E-79	none
	Bradi4g31910	2.00E-62	none
	Bradi4g31920	2.00E-30	none
	Bradi4g31930	2.00E-86	none
	Bradi4g31940	6.00E-83	none
	Bradi4g31950	2.00E-94	none
11_20736	Bradi4g31960	0	none
	Bradi4g31970	2.00E-52	none
	Bradi4g31980		none
	Bradi4g31990	5.00E-67	none
	Bradi4g32000	8.00E-30	none
	Bradi4g32010	5.00E-86	none
	Bradi4g32020	5.00E-160	none
11_20953	Bradi4g32030	4.00E-26	none
	Bradi4g32040		none
	Bradi4g32050	2.00E-41	none
	Bradi4g32060	4.00E-19	none
	Bradi4g32070	5.00E-91	none
	Bradi4g32080	2.00E-82	none
	Bradi4g32090	2.00E-31	none
	Bradi4g32100	7.00E-46	none
	Bradi4g32110	4.00E-53	none
	Bradi4g32120	6.00E-124	none
12_31236	Bradi4g32130	7.00E-36	none
	Bradi4g32140	0	none
	Bradi4g32150	4.00E-54	none
	Bradi4g32160	7.00E-118	none
	Bradi4g32170	5.00E-107	none
	Bradi4g32180	7.00E-31	none
11_20645	Bradi4g32190	4.00E-37	none
	Bradi4g32200	7.00E-14	none
	Bradi4g32210	1.00E-27	none
	Bradi4g32220		none
	Bradi4g32230	3.00E-113	none
	Bradi4g32240	5.00E-12	none
12_21186	Bradi4g32250	0	none
12_21186	Bradi4g32260	2.00E-174	none
	Bradi4g32270	6.00E-35	none
	Bradi4g32280	0	none
	Bradi4g32290		none
	Bradi4g32300	6.00E-103	none
	Bradi4g32310	1.00E-155	none
	Bradi4g32320	1.00E-79	none
	Bradi4g32330	8.00E-81	none
	Bradi4g32340	1.00E-86	none
	Bradi4g32350	2.00E-155	none
	Bradi4g32360	1.00E-75	none
11_10724	Bradi4g32370	1.00E-122	none
	Bradi4g32380	5.00E-139	none
	Bradi4g32390	7.00E-124	none
	Bradi4g32400	6.00E-144	none
	Bradi4g32410	3.00E-109	none
	Bradi4g32420	2.00E-105	none
	Bradi4g32430	2.00E-120	none
	Bradi4g32440	4.00E-64	none
	Bradi4g32450	1.00E-41	none
	Bradi4g32460	4.00E-65	none
	Bradi4g32470	8.00E-11	none
	Bradi4g32480	2.00E-129	none
	Bradi4g32490	7.00E-22	none
	Bradi4g32500	2.00E-129	none
	Bradi4g32510	1.00E-127	none
11_20972	Bradi4g32520	3.00E-58	none
11_21480	Bradi4g32530	0	none
	Bradi4g32540	8.00E-53	none
	Bradi4g32550	8.00E-49	none
	Bradi4g32560	7.00E-51	none
11_20975	Bradi4g32570	1.00E-74	none
	Bradi4g32580	1.00E-91	none
	Bradi4g32590	3.00E-119	none
	Bradi4g32600	7.00E-87	none
	Bradi4g32610	2.00E-112	none
	Bradi4g32620	4.00E-42	none
	Bradi4g32630		none
	Bradi4g32640	7.00E-29	none
	Bradi4g32650	5.00E-19	none
	Bradi4g32660	1.00E-35	none
	Bradi4g32670	1.00E-55	none
	Bradi4g32680	8.00E-44	none
	Bradi4g32690	2.00E-38	none
	Bradi4g32700		none
	Bradi4g32710	8.00E-152	none
	Bradi4g32720	4.00E-117	none
	Bradi4g32730	0	none
	Bradi4g32740	4.00E-112	none
	Bradi4g32750		none
	Bradi4g32760	1.00E-18	none
	Bradi4g32770		none
	Bradi4g32780		none
12_30966	Bradi4g32790	3.00E-116	none
	Bradi4g32800	1.00E-144	none
	Bradi4g32810	2.00E-158	none
	Bradi4g32820	1.00E-42	none
	Bradi4g32830	0	none
	Bradi4g32840	3.00E-85	none
	Bradi4g32850	2.00E-143	none
	Bradi4g32860	1.00E-46	none
	Bradi4g32870	3.00E-165	none
	Bradi4g32880	2.00E-38	none
	Bradi4g32890		none
	Bradi4g32900	3.00E-23	none
12_10674	Bradi4g32910	2.00E-40	none
	Bradi4g32920	2.00E-30	none
	Bradi4g32930	3.00E-46	none
	Bradi4g32940	0	none
	Bradi4g32950		none
	Bradi4g32960	0	none
	Bradi4g32970	6.00E-118	none
	Bradi4g32980	2.00E-155	none
11_10999	Bradi4g32990	4.00E-37	none
11_11329	Bradi4g33000	8.00E-23	none
	Bradi4g33010	7.00E-72	none
	Bradi4g33020		none
	Bradi4g33030		none
	Bradi4g33040	2.00E-57	none
	Bradi4g33050		none
	Bradi4g33060	6.00E-51	none
	Bradi4g33070	7.00E-19	none
12_31361	Bradi4g33080	0	none
12_31361	Bradi4g33090	0	none
	Bradi4g33100	4.00E-80	none
12_20981	Bradi4g33110	0	none
	Bradi4g33120	5.00E-18	none
	Bradi4g33130	2.00E-42	none
	Bradi4g33140	3.00E-53	none
	Bradi4g33150	4.00E-34	none
	Bradi4g33160	1.00E-80	none
	Bradi4g33170		none
	Bradi4g33180		none
	Bradi4g33190		none
	Bradi4g33200	1.00E-16	none
	Bradi4g33210	5.00E-18	none
	Bradi4g33220	1.00E-23	none
	Bradi4g33230	3.00E-37	none
	Bradi4g33240	2.00E-148	none
12_11096	Bradi4g33250	2.00E-66	none
	Bradi4g33260	7.00E-12	none
	Bradi4g33270	4.00E-82	none
	Bradi4g33280	4.00E-161	none
	Bradi4g33290	4.00E-63	none
	Bradi4g33300	4.00E-46	none
	Bradi4g33310	5.00E-89	none
11_10524	Bradi4g33320	2.00E-38	none
	Bradi4g33330	2.00E-58	none
	Bradi4g33340	5.00E-69	none
	Bradi4g33350	3.00E-60	none
	Bradi4g33360		none
	Bradi4g33370	0	none
	Bradi4g33380	9.00E-24	none
	Bradi4g33390		none
	Bradi4g33400	1.00E-35	none
	Bradi4g33410	3.00E-72	none
	Bradi4g33420	8.00E-56	none
	Bradi4g33430		none
	Bradi4g33440	3.00E-145	none
12_21497	Bradi4g33450	2.00E-160	none
	Bradi4g33460	5.00E-148	none
	Bradi4g33470	2.00E-105	none
	Bradi4g33480	3.00E-18	none
	Bradi4g33490	6.00E-87	none
	Bradi4g33500	3.00E-62	none
	Bradi4g33510		none
	Bradi4g33520	1.00E-85	none
	Bradi4g33530	4.00E-23	none
	Bradi4g33540	5.00E-97	none
	Bradi4g33550	3.00E-83	none
	Bradi4g33560	3.00E-29	none
	Bradi4g33570		none
	Bradi4g33580	5.00E-122	none
	Bradi4g33590	3.00E-38	none
	Bradi4g33600	1.00E-45	none
	Bradi4g33610	4.00E-57	none
	Bradi4g33620		none
	Bradi4g33630	5.00E-20	none
	Bradi4g33640	7.00E-87	none
	Bradi4g33650	6.00E-59	none
	Bradi4g33660	8.00E-151	none
	Bradi4g33670	3.00E-55	none
	Bradi4g33680	1.00E-16	none
	Bradi4g33690	4.00E-30	none
	Bradi4g33700		none
	Bradi4g33710	2.00E-148	none
	Bradi4g33720	1.00E-89	none
	Bradi4g33730	4.00E-107	none
	Bradi4g33740	3.00E-97	none
	Bradi4g33750	3.00E-154	none
	Bradi4g33760	1.00E-101	none
	Bradi4g33770	3.00E-76	none
	Bradi4g33780	9.00E-27	none
11_11133	Bradi4g33790	1.00E-66	none
	Bradi4g33800		none
	Bradi4g33810	2.00E-171	none
	Bradi4g33820	7.00E-21	none
	Bradi4g33830	3.00E-88	none
	Bradi4g33840	4.00E-35	none
	Bradi4g33850	3.00E-78	none
	Bradi4g33860	3.00E-105	none
	Bradi4g33870	8.00E-109	none
12_11134	Bradi4g33880	0	none
	Bradi4g33890	3.00E-113	none
	Bradi4g33900	1.00E-170	none
12_30533	Bradi4g33910	0	none
	Bradi4g33920	3.00E-140	none
	Bradi4g33930	1.00E-14	none
	Bradi4g33940	4.00E-28	none
	Bradi4g33950	1.00E-33	none
	Bradi4g33960	8.00E-55	none
	Bradi4g33970	1.00E-33	none
	Bradi4g33980	2.00E-60	none
	Bradi4g33990	2.00E-20	none
	Bradi4g34000	0	none
	Bradi4g34010	2.00E-109	none
12_31271	Bradi4g34020	1.00E-147	none
	Bradi4g34030	4.00E-106	none
	Bradi4g34040	1.00E-160	none
11_20526	Bradi4g34050	6.00E-129	none
	Bradi4g34060	9.00E-54	none
	Bradi4g34070	4.00E-103	none
	Bradi4g34080		none
	Bradi4g34090	8.00E-55	none
	Bradi4g34100	2.00E-118	none
	Bradi4g34110	8.00E-139	none
12_30834	Bradi4g34120	2.00E-121	none
	Bradi4g34130	7.00E-21	none
	Bradi4g34140	2.00E-123	none
	Bradi4g34150	3.00E-150	none
	Bradi4g34160	6.00E-35	none
11_10771	Bradi4g34170	7.00E-76	none
	Bradi4g34180	7.00E-73	none
	Bradi4g34190	2.00E-156	none
	Bradi4g34200	1.00E-156	none
	Bradi4g34210	1.00E-55	none
	Bradi4g34220	6.00E-99	none
	Bradi4g34230	0	none
	Bradi4g34240	2.00E-67	none
	Bradi4g34250	1.00E-21	none
	Bradi4g34260	6.00E-39	none
	Bradi4g34270	3.00E-128	none
	Bradi4g34280	2.00E-85	none
	Bradi4g34290	3.00E-91	none
	Bradi4g34300	2.00E-106	none
	Bradi4g34310	2.00E-46	none
	Bradi4g34320	2.00E-124	none
	Bradi4g34330	1.00E-55	none
	Bradi4g34340	1.00E-70	none
	Bradi4g34350	6.00E-90	none
	Bradi4g34360	8.00E-71	none
11_20449	Bradi4g34370	1.00E-60	none
	Bradi4g34380	1.00E-70	none
	Bradi4g34390	0	none
	Bradi4g34400	3.00E-107	none
11_10358	Bradi4g34410	2.00E-106	none
11_20850	Bradi4g34420	1.00E-141	none
	Bradi4g34430	2.00E-136	none
	Bradi4g34440	2.00E-141	none
	Bradi4g34450	5.00E-65	none
	Bradi4g34460	3.00E-90	none
	Bradi4g34470	1.00E-123	none
	Bradi4g34480		none
	Bradi4g34490	9.00E-90	none
	Bradi4g34500	3.00E-113	none
	Bradi4g34510	1.00E-49	none
12_31352	Bradi4g34520	4.00E-73	none
12_31352	Bradi4g34530	9.00E-59	none
12_31352	Bradi4g34540	3.00E-72	none
	Bradi4g34550	3.00E-34	none
11_10280	Bradi4g34560	1.00E-20	none
12_31352	Bradi4g34570	1.00E-63	none
11_10280	Bradi4g34580	3.00E-77	none
12_31352	Bradi4g34590	3.00E-61	none
	Bradi4g34600	3.00E-165	none
	Bradi4g34610	1.00E-118	none
	Bradi4g34620	3.00E-121	none
11_10123	Bradi4g34630	0	none
12_30182	Bradi4g34640	0	none
	Bradi4g34650	2.00E-25	none
	Bradi4g34660	3.00E-20	none
	Bradi4g34670	4.00E-72	none
	Bradi4g34680	8.00E-124	none
	Bradi4g34690	4.00E-140	none
	Bradi4g34700	4.00E-31	none
	Bradi4g34710	1.00E-62	none
	Bradi4g34720		none
	Bradi4g34730	5.00E-43	none
	Bradi4g34740	1.00E-82	none
11_10083	Bradi4g34750	2.00E-114	none
	Bradi4g34760	1.00E-28	none
	Bradi4g34770	4.00E-63	none
	Bradi4g34780	6.00E-148	none
	Bradi4g34790	0	none
	Bradi4g34800	9.00E-45	none
11_20327	Bradi4g34810	0	none
	Bradi4g34820	0	none
	Bradi4g34830	2.00E-21	none
	Bradi4g34840	0	none
	Bradi4g34850	5.00E-104	none
	Bradi4g34860	2.00E-103	none
	Bradi4g34870	1.00E-31	none
	Bradi4g34880	4.00E-85	none
	Bradi4g34890	2.00E-19	none
	Bradi4g34900		none
	Bradi4g34910	7.00E-24	none
	Bradi4g34920	4.00E-17	none
	Bradi4g34930	0	none
	Bradi4g34940	0	none
	Bradi4g34950	0	none
	Bradi4g34960	3.00E-81	none
	Bradi4g34970	2.00E-68	none
	Bradi4g34980	4.00E-111	none
12_20403	Bradi4g34990	2.00E-155	none
	Bradi4g35000	4.00E-110	none
	Bradi4g35010	2.00E-34	none
	Bradi4g35020	3.00E-77	none
	Bradi4g35030	9.00E-56	none
	Bradi4g35040	2.00E-49	none
	Bradi4g35050	0	none
	Bradi4g35060	4.00E-35	none
	Bradi4g35070	2.00E-38	none
	Bradi4g35080	0	none
	Bradi4g35090	4.00E-75	none
	Bradi4g35100	1.00E-151	none
	Bradi4g35110	1.00E-40	none
	Bradi4g35120	1.00E-171	none
	Bradi4g35130	4.00E-61	none
	Bradi4g35140	1.00E-125	none
	Bradi4g35150	1.00E-115	none
	Bradi4g35160	2.00E-122	none
	Bradi4g35170	7.00E-74	none
	Bradi4g35180		none
	Bradi4g35190		none
	Bradi4g35200		none
	Bradi4g35210		none
	Bradi4g35220		none
	Bradi4g35230		none
	Bradi4g35240	5.00E-34	none
	Bradi4g35250	0	none
	Bradi4g35260	9.00E-151	none
11_20795	Bradi4g35270	7.00E-172	none
	Bradi4g35280	3.00E-64	none
	Bradi4g35290	2.00E-40	none
	Bradi4g35300	1.00E-171	none
	Bradi4g35310		none
	Bradi4g35320	2.00E-62	none
	Bradi4g35330	3.00E-103	none
12_31417	Bradi4g35340	0	none
	Bradi4g35350	2.00E-84	none
	Bradi4g35360	1.00E-59	none
	Bradi4g35370	2.00E-45	none
	Bradi4g35380	3.00E-105	none
11_21321	Bradi4g35390	9.00E-53	none
	Bradi4g35400		none
	Bradi4g35410	6.00E-74	none
11_21314	Bradi4g35420	1.00E-30	none
	Bradi4g35430		none
	Bradi4g35440	4.00E-106	none
	Bradi4g35450		none
	Bradi4g35460	0	none
	Bradi4g35470	1.00E-50	none
	Bradi4g35480	3.00E-78	none
	Bradi4g35490	2.00E-96	none
	Bradi4g35500	1.00E-136	none
	Bradi4g35510	5.00E-64	none
	Bradi4g35520		none
	Bradi4g35530	7.00E-12	none
	Bradi4g35540	1.00E-172	none
	Bradi4g35550	2.00E-32	none
12_30532	Bradi4g35560	2.00E-14	none
12_30847	Bradi4g35570	2.00E-42	none
12_30847	Bradi4g35580	1.00E-34	none
12_30847	Bradi4g35590	4.00E-51	none
12_30847	Bradi4g35600	1.00E-55	none
12_30847	Bradi4g35610	5.00E-59	none
12_30847	Bradi4g35620	1.00E-41	none
12_30847	Bradi4g35630	2.00E-55	none
12_30847	Bradi4g35640	4.00E-20	none
12_30852	Bradi4g35650	4.00E-71	none
	Bradi4g35660	3.00E-62	none
	Bradi4g35670		none
11_21061	Bradi4g35680	2.00E-96	none
	Bradi4g35690	2.00E-91	none
12_11169	Bradi4g35700	3.00E-87	none
	Bradi4g35710	3.00E-80	none
12_30705	Bradi4g35720	0	none
	Bradi4g35730		none
	Bradi4g35740	6.00E-129	none
	Bradi4g35750	1.00E-20	none
12_30598	Bradi4g35760	5.00E-165	none
	Bradi4g35770	2.00E-45	none
12_31236	Bradi4g35780	9.00E-117	none
	Bradi4g35790	0	none
11_20805	Bradi4g35800	5.00E-133	none
	Bradi4g35810	2.00E-107	none
	Bradi4g35820	2.00E-47	none
	Bradi4g35830	1.00E-136	none
	Bradi4g35840	5.00E-29	none
	Bradi4g35850	2.00E-19	none
	Bradi4g35860		none
12_10507	Bradi4g35870	3.00E-129	none
	Bradi4g35880	0	none
	Bradi4g35890	9.00E-109	none
	Bradi4g35900	1.00E-81	none
	Bradi4g35910	6.00E-47	none
	Bradi4g35920	4.00E-13	none
	Bradi4g35930	3.00E-154	none
11_20455	Bradi4g35940	5.00E-75	none
11_11273	Bradi4g35950	4.00E-105	none
12_31492	Bradi4g35960	2.00E-24	none
	Bradi4g35970	2.00E-102	none
	Bradi4g35980	0	none
	Bradi4g35990	1.00E-80	none
	Bradi4g36000	5.00E-159	none
	Bradi4g36010	2.00E-20	none
	Bradi4g36020	2.00E-48	none
	Bradi4g36030	4.00E-34	none
	Bradi4g36040	6.00E-36	none
	Bradi4g36050	0	none
	Bradi4g36060	2.00E-105	none
	Bradi4g36070	3.00E-38	none
12_30056	Bradi4g36080	0	none
	Bradi4g36090	3.00E-18	none
	Bradi4g36100	2.00E-102	none
	Bradi4g36110	2.00E-62	none
	Bradi4g36120	1.00E-94	none
	Bradi4g36130	3.00E-72	none
	Bradi4g36140	6.00E-126	none
	Bradi4g36150		none
12_30456	Bradi4g36160	0	none
	Bradi4g36170	4.00E-90	none
	Bradi4g36180	2.00E-101	none
	Bradi4g36190	9.00E-59	none
	Bradi4g36200	2.00E-144	none
	Bradi4g36210	6.00E-52	none
	Bradi4g36220	0	none
	Bradi4g36230	7.00E-157	none
	Bradi4g36240	8.00E-97	none
	Bradi4g36250	4.00E-84	none
	Bradi4g36260	6.00E-83	none
	Bradi4g36270	7.00E-71	none
	Bradi4g36280	7.00E-143	none
	Bradi4g36290	3.00E-120	none
	Bradi4g36300	5.00E-95	none
	Bradi4g36310	5.00E-153	none
	Bradi4g36320	1.00E-70	none
	Bradi4g36330	2.00E-87	none
	Bradi4g36340	3.00E-22	none
	Bradi4g36350		none
	Bradi4g36360	1.00E-13	none
	Bradi4g36370	3.00E-164	none
	Bradi4g36380	1.00E-89	none
	Bradi4g36390	2.00E-67	none
	Bradi4g36400	1.00E-79	none
	Bradi4g36410	5.00E-74	none
	Bradi4g36420	4.00E-90	none
	Bradi4g36430	2.00E-113	none
	Bradi4g36440	1.00E-128	none
	Bradi4g36450	2.00E-122	none
	Bradi4g36460	4.00E-98	none
	Bradi4g36470	7.00E-79	none
	Bradi4g36480	1.00E-88	none
12_30619	Bradi4g36490	0	none
	Bradi4g36500		none
	Bradi4g36510	0	none
	Bradi4g36520	1.00E-129	none
	Bradi4g36530	2.00E-78	none
12_30319	Bradi4g36540	1.00E-48	none
	Bradi4g36550		none
	Bradi4g36560	1.00E-48	none
	Bradi4g36570	1.00E-129	none
	Bradi4g36580	3.00E-119	none
	Bradi4g36590	3.00E-59	none
11_10943	Bradi4g36600	5.00E-91	none
11_10943	Bradi4g36610	2.00E-106	none
	Bradi4g36620	2.00E-23	none
	Bradi4g36630		none
	Bradi4g36640		none
	Bradi4g36650	2.00E-78	none
	Bradi4g36660		none
	Bradi4g36670		none
	Bradi4g36680	2.00E-140	none
	Bradi4g36690	2.00E-81	none
	Bradi4g36700	0	none
	Bradi4g36710	8.00E-77	none
	Bradi4g36720	3.00E-97	none
	Bradi4g36730	7.00E-104	none
	Bradi4g36740	2.00E-43	none
	Bradi4g36750	6.00E-120	none
	Bradi4g36760		none
	Bradi4g36770	5.00E-80	none
	Bradi4g36780	4.00E-33	none
	Bradi4g36790	2.00E-51	none
11_11200	Bradi4g36800	0	none
	Bradi4g36810	4.00E-68	none
	Bradi4g36820	2.00E-77	none
12_30041	Bradi4g36830	6.00E-77	none
	Bradi4g36840	2.00E-65	none
12_30041	Bradi4g36850	2.00E-110	none
	Bradi4g36860		none
	Bradi4g36870	8.00E-57	none
	Bradi4g36880	0	none
	Bradi4g36890	9.00E-50	none
	Bradi4g36900	6.00E-49	none
	Bradi4g36910	4.00E-96	none
11_20883	Bradi4g36920	5.00E-163	none
	Bradi4g36930		none
	Bradi4g36940	1.00E-31	none
	Bradi4g36950	3.00E-48	none
	Bradi4g36960		none
	Bradi4g36970	6.00E-121	none
	Bradi4g36980	6.00E-18	none
	Bradi4g36990	1.00E-52	none
	Bradi4g37000	3.00E-55	none
	Bradi4g37010	6.00E-47	none
	Bradi4g37020	1.00E-50	none
	Bradi4g37030	2.00E-118	none
	Bradi4g37040	1.00E-99	none
	Bradi4g37050	4.00E-98	none
	Bradi4g37060	1.00E-12	none
	Bradi4g37070	2.00E-75	none
	Bradi4g37080	4.00E-81	none
	Bradi4g37090	7.00E-86	none
	Bradi4g37100	2.00E-86	none
	Bradi4g37110	7.00E-128	none
	Bradi4g37120	5.00E-154	none
	Bradi4g37130	1.00E-108	none
	Bradi4g37140	9.00E-43	none
	Bradi4g37150	9.00E-92	none
	Bradi4g37160	1.00E-23	none
	Bradi4g37170	4.00E-71	none
	Bradi4g37180		none
	Bradi4g37190	2.00E-74	none
	Bradi4g37200	3.00E-98	none
	Bradi4g37210	3.00E-151	none
	Bradi4g37220	1.00E-112	none
	Bradi4g37230	3.00E-105	none
	Bradi4g37240		none
	Bradi4g37250	2.00E-46	none
	Bradi4g37260	2.00E-31	none
	Bradi4g37270	0	none
	Bradi4g37280		none
	Bradi4g37290		none
	Bradi4g37300		none
	Bradi4g37310	2.00E-57	none
	Bradi4g37320	6.00E-11	none
	Bradi4g37330	1.00E-54	none
	Bradi4g37340	4.00E-41	none
11_10094	Bradi4g37350	0	none
	Bradi4g37360	6.00E-107	none
	Bradi4g37370		none
	Bradi4g37380	2.00E-22	none
	Bradi4g37390		none
	Bradi4g37400	6.00E-58	none
	Bradi4g37410	3.00E-16	none
11_10202	Bradi4g37420	3.00E-83	none
	Bradi4g37430	7.00E-21	none
	Bradi4g37440	3.00E-27	none
	Bradi4g37450	3.00E-92	none
	Bradi4g37460	5.00E-53	none
12_30195	Bradi4g37470	5.00E-74	none
12_30195	Bradi4g37480	7.00E-70	none
	Bradi4g37490	1.00E-48	none
11_11405	Bradi4g37500	4.00E-63	none
	Bradi4g37510	2.00E-13	none
12_30167	Bradi4g37520	6.00E-117	none
12_10626	Bradi4g37530	2.00E-16	none
	Bradi4g37540	3.00E-73	none
	Bradi4g37550	3.00E-98	none
	Bradi4g37560	9.00E-41	none
	Bradi4g37570	3.00E-147	none
11_20629	Bradi4g37580	2.00E-93	none
	Bradi4g37590	2.00E-104	none
	Bradi4g37600		none
	Bradi4g37610	0	none
11_20732	Bradi4g37620	4.00E-166	none
	Bradi4g37630	1.00E-33	none
	Bradi4g37640	2.00E-42	none
	Bradi4g37650	2.00E-63	none
	Bradi4g37660	4.00E-99	none
	Bradi4g37670	5.00E-24	none
	Bradi4g37680	0	none
11_20637	Bradi4g37690	0	none
	Bradi4g37700	2.00E-49	none
12_11298	Bradi4g37710	4.00E-166	none
	Bradi4g37720	4.00E-28	none
	Bradi4g37730	4.00E-57	none
	Bradi4g37740	0	none
	Bradi4g37750	3.00E-29	none
	Bradi4g37760	1.00E-23	none
12_30524	Bradi4g37770	0	none
	Bradi4g37780	1.00E-120	none
	Bradi4g37790		none
	Bradi4g37800	3.00E-29	none
	Bradi4g37810	8.00E-26	none
11_21266	Bradi4g37820	3.00E-72	none
	Bradi4g37830	3.00E-30	none
11_21266	Bradi4g37840	4.00E-79	none
	Bradi4g37850		none
12_31278	Bradi4g37860	4.00E-120	none
11_21266	Bradi4g37870	1.00E-74	none
	Bradi4g37880		none
	Bradi4g37890	9.00E-135	none
	Bradi4g37900	2.00E-121	none
	Bradi4g37910	2.00E-31	none
	Bradi4g37920	4.00E-94	none
	Bradi4g37930	2.00E-38	none
	Bradi4g37940	1.00E-80	none
11_11507	Bradi4g37950	9.00E-79	none
	Bradi4g37960	2.00E-53	none
	Bradi4g37970	8.00E-51	none
	Bradi4g37980	6.00E-107	none
	Bradi4g37990	9.00E-154	none
	Bradi4g38000	9.00E-139	none
	Bradi4g38010	1.00E-90	none
	Bradi4g38020	1.00E-112	none
	Bradi4g38030	0	none
	Bradi4g38040	1.00E-45	none
	Bradi4g38050		none
	Bradi4g38060	1.00E-175	none
	Bradi4g38070	0	none
	Bradi4g38080	4.00E-110	none
	Bradi4g38090	3.00E-173	none
	Bradi4g38100	9.00E-14	none
	Bradi4g38110	5.00E-25	none
	Bradi4g38120		none
11_21422	Bradi4g38130	4.00E-134	none
	Bradi4g38140	1.00E-117	none
	Bradi4g38150	1.00E-63	none
	Bradi4g38160		none
	Bradi4g38170	3.00E-71	none
	Bradi4g38180	1.00E-11	none
	Bradi4g38190	2.00E-34	none
	Bradi4g38200	6.00E-21	none
	Bradi4g38210	5.00E-166	none
	Bradi4g38220		none
	Bradi4g38230	9.00E-151	none
12_20335	Bradi4g38240	5.00E-80	none
	Bradi4g38250	2.00E-49	none
	Bradi4g38260	4.00E-99	none
	Bradi4g38270	1.00E-63	none
	Bradi4g38280		none
12_21449	Bradi4g38290	6.00E-76	none
	Bradi4g38300	0	none
	Bradi4g38310	2.00E-165	none
	Bradi4g38320		none
	Bradi4g38330	5.00E-158	none
	Bradi4g38340	5.00E-157	none
	Bradi4g38350	4.00E-108	none
	Bradi4g38360	2.00E-43	none
	Bradi4g38370	8.00E-82	none
	Bradi4g38380	2.00E-158	none
12_31486	Bradi4g38390	6.00E-123	none
	Bradi4g38400	8.00E-107	none
	Bradi4g38410	8.00E-15	none
	Bradi4g38420	2.00E-57	none
11_10208	Bradi4g38430	0	none
	Bradi4g38440	0	none
11_21056	Bradi4g38450	4.00E-54	none
	Bradi4g38460	1.00E-94	none
	Bradi4g38470	1.00E-137	none
	Bradi4g38480	4.00E-64	none
	Bradi4g38490	2.00E-137	none
	Bradi4g38500	9.00E-84	none
	Bradi4g38510	6.00E-107	none
	Bradi4g38520		none
	Bradi4g38530	3.00E-23	none
	Bradi4g38540	9.00E-71	none
	Bradi4g38550	6.00E-29	none
	Bradi4g38560	3.00E-25	none
	Bradi4g38570	2.00E-28	none
	Bradi4g38580	2.00E-34	none
