locus barley	locus artificial data	e-value	description
12_31178	locus 2_0249	0	none
12_30395	locus 2_0250	0	none
12_20463	locus 2_0251	1.00E-106	none
12_11181	locus 2_0252	0	none
11_10377	locus 2_0253	5.00E-68	none
12_30749	locus 2_0254	5.00E-26	none
12_30857	locus 2_0255	2.00E-77	none
12_30144	locus 2_0256	1.00E-150	none
11_20184	locus 2_0257	0	none
11_11067	locus 2_0258	1.00E-160	none
12_11253	locus 2_0259	2.00E-81	none
12_10803	locus 2_0260	1.00E-119	none
11_21339	locus 2_0261	1.00E-127	none
11_10964	locus 2_0262	1.00E-146	none
11_20266	locus 2_0263	0	none
11_10270	locus 2_0264	0	none
12_10758	locus 2_0265	1.00E-115	none
11_10189	locus 2_0266	3.00E-93	none
11_21310	locus 2_0267	0	none
11_20058	locus 2_0268	1.00E-39	none
12_11321	locus 2_0269	2.00E-92	none
11_10635	locus 2_0270	5.00E-35	none
12_30804	locus 2_0271	2.00E-65	none
12_30346	locus 2_0272	1.00E-60	none
12_31359	locus 2_0273	3.00E-10	none
12_30844	locus 2_0274	2.00E-92	none
11_11483	locus 2_0275	1.00E-126	none
11_21298	locus 2_0276	1.00E-97	none
12_11475	locus 2_0277	1.00E-123	none
11_21069	locus 2_0278	1.00E-116	none
11_20904	locus 2_0279	1.00E-126	none
12_30637	locus 2_0280	1.00E-104	none
11_21293	locus 2_0281	1.00E-125	none
11_21225	locus 2_0282	2.00E-88	none
11_10781	locus 2_0283	0	none
11_10455	locus 2_0284	0	none
11_20287	locus 2_0285	4.00E-94	none
12_10392	locus 2_0286	0	none
12_20148	locus 2_0287	1.00E-116	none
11_11261	locus 2_0288	1.00E-174	none
11_10040	locus 2_0289	0	none
11_20709	locus 2_0290	0	none
11_20015	locus 2_0291	0	none
11_10124	locus 2_0292	5.00E-59	none
12_10504	locus 2_0293	0	none
11_20714	locus 2_0294	1.00E-160	none
11_21469	locus 2_0295	0	none
11_20636	locus 2_0296	1.00E-148	none
11_20468	locus 2_0297	0	none
12_31289	locus 2_0298	1.00E-26	none
11_20673	locus 2_0299	0	none
11_20620	locus 2_0300	6.00E-61	none
12_10596	locus 2_0301	1.00E-163	none
11_20892	locus 2_0302	1.00E-103	none
11_11349	locus 2_0303	1.00E-133	none
11_20577	locus 2_0304	0	none
12_31250	locus 2_0305	1.00E-89	none
11_20784	locus 2_0306	1.00E-172	none
11_21256	locus 2_0307	0	none
12_31101	locus 3_0001	6.00E-70	none
11_11459	locus 3_0002	0	none
11_20744	locus 3_0003	6.00E-53	none
11_20053	locus 3_0004	0	none
11_20488	locus 3_0005	7.00E-97	none
12_30236	locus 3_0006	2.00E-28	none
12_31111	locus 3_0007	4.00E-98	none
12_30940	locus 3_0008	0	none
11_10469	locus 3_0009	2.00E-71	none
12_31088	locus 3_0010	0	none
11_20889	locus 3_0011	1.00E-135	none
11_20969	locus 3_0012	1.00E-156	none
11_20682	locus 3_0013	0	none
11_20746	locus 3_0014	1.00E-101	none
12_30573	locus 3_0015	0	none
12_30148	locus 3_0016	1.00E-140	none
12_31253	locus 3_0017	1.00E-115	none
11_21224	locus 3_0018	0	none
11_10608	locus 3_0019	0	none
11_11458	locus 3_0020	3.00E-65	none
11_10220	locus 3_0021	3.00E-82	none
11_10331	locus 3_0022	0	none
11_10185	locus 3_0023	2.00E-51	none
11_11246	locus 3_0024	1.00E-121	none
11_20346	locus 3_0025	1.00E-114	none
11_21404	locus 3_0026	1.00E-101	none
11_11147	locus 3_0027	1.00E-78	none
11_20654	locus 3_0028	0	none
11_10815	locus 3_0029	0	none
12_30698	locus 3_0030	1.00E-41	none
11_20783	locus 3_0031	1.00E-99	none
11_10400	locus 3_0032	1.00E-150	none
11_21025	locus 3_0033	1.00E-134	none
11_10202	locus 3_0034	0	none
12_30626	locus 3_0035	4.00E-51	none
12_31235	locus 3_0036	7.00E-78	none
11_20996	locus 3_0037	0	none
12_30931	locus 3_0038	0	none
11_20728	locus 3_0039	0	none
11_11294	locus 3_0040	6.00E-43	none
11_10978	locus 3_0041	7.00E-89	none
11_20972	locus 3_0042	2.00E-86	none
11_10595	locus 3_0043	1.00E-113	none
12_31432	locus 3_0044	2.00E-55	none
11_10734	locus 3_0045	0	none
12_31353	locus 3_0046	1.00E-174	none
11_20118	locus 3_0047	1.00E-155	none
11_10139	locus 3_0048	6.00E-53	none
12_11494	locus 3_0049	1.00E-131	none
11_20531	locus 3_0050	2.00E-81	none
11_10015	locus 3_0051	0	none
12_30151	locus 3_0052	1.00E-102	none
12_31042	locus 3_0053	2.00E-22	none
12_31043	locus 3_0054	2.00E-22	none
12_31044	locus 3_0055	8.00E-55	none
12_31048	locus 3_0056	8.00E-55	none
12_31049	locus 3_0057	8.00E-55	none
12_31115	locus 3_0058	0	none
11_20379	locus 3_0059	0	none
11_20725	locus 3_0060	0	none
11_21271	locus 3_0061	7.00E-49	none
11_20467	locus 3_0062	0	none
11_20036	locus 3_0063	7.00E-72	none
11_20355	locus 3_0064	1.00E-68	none
12_30734	locus 3_0065	6.00E-81	none
12_20448	locus 3_0066	3.00E-84	none
11_11534	locus 3_0067	2.00E-56	none
12_31495	locus 3_0068	2.00E-21	none
11_20733	locus 3_0069	1.00E-168	none
11_20558	locus 3_0070	1.00E-125	none
11_10239	locus 3_0071	0	none
12_31198	locus 3_0072	0	none
12_21477	locus 3_0073	1.00E-154	none
12_30025	locus 3_0074	0	none
11_10645	locus 3_0075	4.00E-22	none
12_31277	locus 3_0076	2.00E-17	none
12_31392	locus 3_0077	1.00E-168	none
11_10175	locus 3_0078	2.00E-48	none
12_30355	locus 3_0079	7.00E-28	none
12_10051	locus 3_0080	0	none
12_10071	locus 3_0081	3.00E-76	none
11_10107	locus 3_0082	1.00E-112	none
11_21467	locus 3_0083	0	none
11_21455	locus 3_0084	1.00E-103	none
12_30057	locus 3_0085	0	none
11_11187	locus 3_0086	0	none
12_31126	locus 3_0087	0	none
11_20005	locus 3_0088	2.00E-71	none
11_20029	locus 3_0089	1.00E-88	none
11_10748	locus 3_0090	1.00E-178	none
11_20211	locus 3_0091	7.00E-80	none
11_11488	locus 3_0092	0	none
11_10828	locus 3_0093	1.00E-139	none
12_31283	locus 3_0094	2.00E-61	none
11_20687	locus 3_0095	1.00E-178	none
11_20868	locus 3_0096	1.00E-146	none
12_20907	locus 3_0097	5.00E-30	none
12_30414	locus 3_0098	6.00E-88	none
11_20817	locus 3_0099	1.00E-59	none
12_31469	locus 3_0100	6.00E-26	none
12_31498	locus 3_0101	1.00E-123	none
11_21112	locus 3_0102	0	none
11_10390	locus 3_0103	0	none
11_11111	locus 3_0104	0	none
12_30627	locus 3_0105	0	none
11_20537	locus 3_0106	0	none
12_30956	locus 3_0107	1.00E-143	none
11_21516	locus 3_0108	0	none
12_30959	locus 3_0109	0	none
12_10036	locus 3_0110	4.00E-67	none
11_20303	locus 3_0111	0	none
12_30296	locus 3_0112	3.00E-80	none
12_20016	locus 3_0113	0.000001	none
11_10971	locus 3_0114	1.00E-142	none
12_31072	locus 3_0115	1.00E-89	none
12_31076	locus 3_0116	1.00E-89	none
11_10682	locus 3_0117	1.00E-156	none
11_21443	locus 3_0118	0	none
11_11132	locus 3_0119	0	none
12_30472	locus 3_0120	1.00E-177	none
11_10894	locus 3_0121	1.00E-154	none
11_10121	locus 3_0122	1.00E-175	none
12_20201	locus 3_0123	1.00E-175	none
11_21307	locus 3_0124	1.00E-174	none
12_31350	locus 3_0125	1.00E-117	none
12_10375	locus 3_0126	4.00E-10	none
11_11179	locus 3_0127	1.00E-123	none
11_20242	locus 3_0128	0	none
12_30836	locus 3_0129	1.00E-123	none
12_31173	locus 3_0130	0	none
11_11031	locus 3_0131	6.00E-24	none
11_11495	locus 3_0132	1.00E-106	none
12_11433	locus 3_0133	0	none
12_10406	locus 3_0134	0	none
11_20534	locus 3_0135	1.00E-115	none
12_11035	locus 3_0136	0	none
11_20307	locus 3_0137	4.00E-31	none
11_20245	locus 3_0138	1.00E-23	none
12_31450	locus 3_0139	0.000000001	none
12_20227	locus 3_0140	1.00E-72	none
11_10841	locus 3_0141	1.00E-105	none
11_10851	locus 3_0142	1.00E-125	none
11_20755	locus 3_0143	0.00000005	none
11_20014	locus 3_0144	4.00E-52	none
11_21437	locus 3_0145	1.00E-66	none
12_30902	locus 3_0146	0	none
12_11052	locus 3_0147	1.00E-136	none
12_30723	locus 3_0148	1.00E-111	none
11_20722	locus 3_0149	0	none
11_21050	locus 3_0150	0	none
11_10025	locus 3_0151	0	none
11_20495	locus 3_0152	1.00E-154	none
12_30530	locus 3_0153	0	none
11_20443	locus 3_0154	1.00E-126	none
12_30780	locus 3_0155	1.00E-140	none
12_31351	locus 3_0156	7.00E-70	none
11_10965	locus 3_0157	8.00E-44	none
12_30040	locus 3_0158	1.00E-135	none
11_20162	locus 3_0159	7.00E-43	none
11_10920	locus 3_0160	7.00E-79	none
12_30063	locus 3_0161	1.00E-167	none
11_20507	locus 3_0162	1.00E-90	none
11_10451	locus 3_0163	0	none
12_30702	locus 3_0164	0	none
11_20758	locus 3_0165	2.00E-70	none
11_10232	locus 3_0166	1.00E-133	none
11_20993	locus 3_0167	2.00E-40	none
12_30141	locus 3_0168	1.00E-165	none
11_20192	locus 3_0169	1.00E-66	none
12_30083	locus 3_0170	0	none
12_30219	locus 3_0171	0	none
12_30242	locus 3_0172	1.00E-114	none
12_30893	locus 3_0173	2.00E-71	none
12_30894	locus 3_0174	2.00E-71	none
12_30895	locus 3_0175	2.00E-71	none
11_11068	locus 3_0176	0	none
11_20126	locus 3_0177	7.00E-60	none
11_10838	locus 3_0178	1.00E-104	none
12_10218	locus 3_0179	0	none
11_10056	locus 3_0180	0	none
12_31305	locus 3_0181	3.00E-17	none
11_10576	locus 3_0182	1.00E-132	none
11_10327	locus 3_0183	0	none
12_30065	locus 3_0184	1.00E-60	none
12_10979	locus 3_0185	1.00E-134	none
12_10368	locus 3_0186	0	none
12_30143	locus 3_0187	1.00E-162	none
11_21528	locus 3_0188	0	none
12_11339	locus 3_0189	1.00E-105	none
11_21491	locus 3_0190	1.00E-107	none
12_30528	locus 3_0191	1.00E-180	none
11_20357	locus 3_0192	0	none
11_21326	locus 3_0193	1.00E-112	none
11_20249	locus 3_0194	2.00E-24	none
12_30545	locus 3_0195	2.00E-59	none
12_30752	locus 3_0196	2.00E-36	none
11_10772	locus 3_0197	0	none
12_30371	locus 3_0198	1.00E-91	none
11_20074	locus 3_0199	9.00E-54	none
12_20031	locus 3_0200	2.00E-43	none
11_20466	locus 3_0201	1.00E-172	none
12_10696	locus 3_0202	0	none
11_20790	locus 3_0203	0	none
11_20113	locus 3_0204	6.00E-85	none
11_10726	locus 3_0205	5.00E-89	none
12_30290	locus 3_0206	1.00E-160	none
12_30181	locus 3_0207	1.00E-160	none
12_10959	locus 3_0208	2.00E-39	none
12_30576	locus 3_0209	0	none
11_11014	locus 3_0210	0	none
12_30879	locus 3_0211	0	none
12_30880	locus 3_0212	0	none
12_10403	locus 3_0213	0	none
11_10346	locus 3_0214	5.00E-75	none
11_10721	locus 3_0215	6.00E-29	none
11_10050	locus 3_0216	1.00E-129	none
11_20975	locus 3_0217	1.00E-126	none
12_30149	locus 3_0218	1.00E-40	none
12_10605	locus 3_0219	1.00E-88	none
11_20750	locus 3_0220	0	none
12_10657	locus 3_0221	0	none
11_21270	locus 3_0222	5.00E-68	none
12_10267	locus 3_0223	1.00E-158	none
11_20671	locus 3_0224	1.00E-146	none
11_11098	locus 3_0225	1.00E-131	none
12_11525	locus 3_0226	3.00E-69	none
12_30639	locus 4_0001	1.00E-38	none
12_31463	locus 4_0002	2.00E-66	none
11_11348	locus 4_0003	1.00E-32	none
12_31441	locus 4_0004	2.00E-94	none
12_11242	locus 4_0005	1.00E-110	none
11_11028	locus 4_0006	0	none
11_20060	locus 4_0007	3.00E-38	none
11_10431	locus 4_0008	0	none
11_20195	locus 4_0009	3.00E-76	none
12_30125	locus 4_0010	1.00E-175	none
12_30832	locus 4_0011	0	none
11_10153	locus 4_0012	0	none
12_11257	locus 4_0013	1.00E-174	none
12_30496	locus 4_0014	0	none
11_10299	locus 4_0015	0	none
12_31452	locus 4_0016	1.00E-107	none
12_11202	locus 4_0017	1.00E-50	none
11_11122	locus 4_0018	0	none
11_20827	locus 4_0019	0	none
12_21492	locus 4_0020	1.00E-79	none
12_11045	locus 4_0021	0	none
12_11103	locus 4_0022	1.00E-82	none
12_30997	locus 4_0023	2.00E-53	none
12_31120	locus 4_0024	2.00E-22	none
11_10983	locus 4_0025	1.00E-143	none
12_21167	locus 4_0026	1.00E-121	none
11_20885	locus 4_0027	0	none
12_30344	locus 4_0028	4.00E-60	none
12_30595	locus 4_0029	1.00E-128	none
12_10655	locus 4_0030	1.00E-60	none
12_30581	locus 4_0031	0	none
11_10083	locus 4_0032	1.00E-142	none
11_20911	locus 4_0033	3.00E-40	none
11_10256	locus 4_0034	6.00E-55	none
11_20879	locus 4_0035	3.00E-66	none
12_10698	locus 4_0036	0	none
12_10268	locus 4_0037	0	none
12_30760	locus 4_0038	0	none
11_10924	locus 4_0039	1.00E-161	none
12_30794	locus 4_0040	1.00E-112	none
12_30053	locus 4_0041	1.00E-119	none
12_30486	locus 4_0042	0	none
11_10394	locus 4_0043	0	none
12_30544	locus 4_0044	0	none
11_20893	locus 4_0045	1.00E-125	none
12_10222	locus 4_0046	1.00E-55	none
12_30411	locus 4_0047	1.00E-106	none
12_30492	locus 4_0048	1.00E-125	none
12_31227	locus 4_0049	6.00E-25	none
11_20828	locus 4_0050	0	none
11_20314	locus 4_0051	1.00E-101	none
12_10459	locus 4_0052	6.00E-51	none
12_31000	locus 4_0053	1.00E-26	none
12_11477	locus 4_0054	1.00E-166	none
11_10115	locus 4_0055	0.00006	none
12_30481	locus 4_0056	1.00E-176	none
11_10073	locus 4_0057	1.00E-161	none
11_21494	locus 4_0058	7.00E-46	none
11_10055	locus 4_0059	1.00E-122	none
12_30589	locus 4_0060	0	none
12_10581	locus 4_0061	1.00E-178	none
11_11219	locus 4_0062	0	none
11_21178	locus 4_0063	0	none
12_30574	locus 4_0064	8.00E-79	none
12_30475	locus 4_0065	1.00E-153	none
12_11146	locus 4_0066	0	none
12_21319	locus 4_0067	5.00E-87	none
11_21335	locus 4_0068	1.00E-90	none
12_30449	locus 4_0069	0	none
11_11352	locus 4_0070	1.00E-167	none
11_10773	locus 4_0071	1.00E-103	none
12_31140	locus 4_0072	1.00E-110	none
11_11145	locus 4_0073	2.00E-42	none
12_31345	locus 4_0074	0	none
12_30600	locus 4_0075	8.00E-93	none
12_11536	locus 4_0076	1.00E-169	none
11_10370	locus 4_0077	1.00E-121	none
11_21302	locus 4_0078	1.00E-102	none
12_10713	locus 4_0079	0	none
12_30835	locus 4_0080	0	none
12_30621	locus 4_0081	0	none
12_30550	locus 4_0082	2.00E-98	none
12_31215	locus 4_0083	1.00E-146	none
12_30445	locus 4_0084	0	none
11_20200	locus 4_0085	0	none
12_30389	locus 4_0086	0	none
11_11291	locus 4_0087	4.00E-88	none
12_30563	locus 4_0088	0	none
12_31418	locus 4_0089	1.00E-127	none
11_20460	locus 4_0090	0	none
11_10534	locus 4_0091	0	none
12_30565	locus 4_0092	1.00E-61	none
11_11461	locus 4_0093	1.00E-121	none
12_11091	locus 4_0094	1.00E-144	none
11_10673	locus 4_0095	1.00E-145	none
12_30506	locus 4_0096	1.00E-107	none
12_10982	locus 4_0097	1.00E-131	none
11_20205	locus 4_0098	0	none
12_10125	locus 4_0099	0	none
11_10069	locus 4_0100	6.00E-78	none
11_21079	locus 4_0101	7.00E-76	none
11_20349	locus 4_0102	0.000002	none
12_10369	locus 4_0103	2.00E-15	none
12_31211	locus 4_0104	0	none
12_30213	locus 4_0105	1.00E-160	none
12_30645	locus 4_0106	0	none
12_11377	locus 4_0107	5.00E-13	none
12_11499	locus 4_0108	8.00E-38	none
11_20880	locus 4_0109	3.00E-45	none
12_30998	locus 4_0110	3.00E-45	none
12_11529	locus 4_0111	1.00E-111	none
11_11445	locus 4_0112	1.00E-30	none
12_21520	locus 4_0113	1.00E-30	none
11_10531	locus 4_0114	0	none
11_10442	locus 4_0115	1.00E-59	none
12_11055	locus 4_0116	1.00E-157	none
11_11239	locus 4_0117	0	none
11_20230	locus 4_0118	0	none
11_20042	locus 4_0119	1.00E-126	none
12_30199	locus 4_0120	1.00E-82	none
11_20896	locus 4_0121	1.00E-180	none
12_31199	locus 4_0122	1.00E-87	none
11_21330	locus 4_0123	9.00E-71	none
12_31137	locus 4_0124	4.00E-21	none
11_21409	locus 4_0125	1.00E-135	none
11_20771	locus 4_0126	3.00E-32	none
11_10143	locus 4_0127	7.00E-65	none
11_10303	locus 4_0128	0	none
12_10089	locus 4_0129	0	none
11_20083	locus 4_0130	1.00E-121	none
12_30419	locus 4_0131	1.00E-114	none
11_20485	locus 4_0132	2.00E-67	none
12_30026	locus 4_0133	1.00E-124	none
12_20685	locus 4_0134	1.00E-143	none
12_11437	locus 4_0135	1.00E-17	none
12_30996	locus 4_0136	6.00E-79	none
12_30301	locus 4_0137	1.00E-141	none
11_21448	locus 4_0138	2.00E-77	none
11_21201	locus 4_0139	1.00E-124	none
11_21173	locus 4_0140	1.00E-161	none
12_31395	locus 4_0141	1.00E-117	none
12_30806	locus 4_0142	3.00E-62	none
12_31188	locus 4_0143	0	none
11_20808	locus 4_0144	1.00E-120	none
12_30335	locus 4_0145	5.00E-90	none
12_20611	locus 4_0146	0	none
11_20103	locus 4_0147	4.00E-51	none
12_30168	locus 4_0148	1.00E-140	none
12_31294	locus 4_0149	2.00E-21	none
12_31440	locus 4_0150	1.00E-107	none
12_11051	locus 4_0151	1.00E-136	none
12_30630	locus 4_0152	1.00E-100	none
11_10169	locus 4_0153	1.00E-152	none
12_21464	locus 4_0154	1.00E-134	none
12_31261	locus 4_0155	1.00E-64	none
11_20824	locus 4_0156	5.00E-36	none
12_10362	locus 4_0157	1.00E-178	none
12_20406	locus 4_0158	1.00E-178	none
12_20684	locus 4_0159	0	none
11_20385	locus 4_0160	4.00E-51	none
11_20652	locus 4_0161	2.00E-43	none
11_20092	locus 4_0162	5.00E-25	none
11_10853	locus 4_0163	0	none
12_10241	locus 4_0164	0	none
11_10563	locus 4_0165	3.00E-48	none
12_10652	locus 4_0166	1.00E-142	none
11_20570	locus 4_0167	3.00E-59	none
12_30362	locus 4_0168	2.00E-26	none
11_20247	locus 4_0169	2.00E-78	none
12_21208	locus 4_0170	6.00E-44	none
12_31363	locus 4_0171	0	none
12_30797	locus 4_0172	1.00E-45	none
12_30368	locus 4_0173	2.00E-57	none
12_30164	locus 4_0174	7.00E-71	none
12_11184	locus 4_0175	0	none
12_20217	locus 4_0176	0	none
12_10543	locus 4_0177	0	none
12_31232	locus 4_0178	1.00E-139	none
11_11243	locus 4_0179	0	none
11_20354	locus 4_0180	1.00E-135	none
12_31535	locus 4_0181	1.00E-32	none
12_31374	locus 4_0182	0	none
11_11521	locus 4_0183	3.00E-39	none
11_10182	locus 4_0184	0	none
12_11279	locus 4_0185	2.00E-60	none
11_21229	locus 4_0186	1.00E-111	none
12_20832	locus 4_0187	0	none
11_21209	locus 4_0188	1.00E-114	none
11_21104	locus 4_0189	1.00E-141	none
11_10861	locus 4_0190	1.00E-134	none
11_10078	locus 4_0191	2.00E-19	none
11_10797	locus 4_0192	1.00E-139	none
11_21160	locus 4_0193	0	none
12_30831	locus 4_0194	1.00E-59	none
12_30380	locus 4_0195	7.00E-46	none
11_10885	locus 4_0196	4.00E-48	none
12_10973	locus 4_0197	1.00E-116	none
11_20847	locus 4_0198	1.00E-176	none
11_10454	locus 4_0199	1.00E-120	none
11_10687	locus 4_0200	1.00E-165	none
11_20139	locus 4_0201	6.00E-20	none
12_30761	locus 4_0202	0	none
11_21280	locus 4_0203	1.00E-146	none
11_10550	locus 4_0204	0	none
12_20949	locus 4_0205	1.00E-77	none
12_10677	locus 4_0206	0	none
12_31325	locus 4_0207	1.00E-14	none
12_31491	locus 4_0208	9.00E-41	none
11_21363	locus 4_0209	1.00E-130	none
11_10843	locus 4_0210	2.00E-12	none
11_11440	locus 4_0211	1.00E-109	none
12_31166	locus 4_0212	0	none
11_20414	locus 4_0213	1.00E-99	none
11_20452	locus 4_0214	1.00E-109	none
11_21223	locus 4_0215	0	none
12_30593	locus 4_0216	1.00E-149	none
11_11012	locus 4_0217	0	none
11_10130	locus 4_0218	3.00E-67	none
12_21016	locus 4_0219	0	none
12_11309	locus 4_0220	1.00E-106	none
11_10896	locus 4_0221	1.00E-87	none
11_11275	locus 4_0222	2.00E-96	none
12_21328	locus 4_0223	1.00E-160	none
12_20926	locus 4_0224	1.00E-170	none
11_20962	locus 4_0225	1.00E-163	none
12_30244	locus 4_0226	4.00E-59	none
12_20079	locus 4_0227	0.000000002	none
11_20117	locus 4_0228	2.00E-38	none
11_20504	locus 4_0229	6.00E-41	none
11_21086	locus 4_0230	2.00E-41	none
11_10999	locus 4_0231	2.00E-92	none
11_20586	locus 4_0232	1.00E-114	none
12_30974	locus 4_0233	2.00E-24	none
11_20170	locus 4_0234	0	none
11_20365	locus 4_0235	0	none
11_10174	locus 4_0236	0	none
12_30826	locus 4_0237	6.00E-11	none
12_10378	locus 4_0238	3.00E-59	none
12_31019	locus 4_0239	2.00E-39	none
